cif,formula,sgnum,WyckOcc,sitios,elements,atoms,target
1001397,BaLaZnRuO6,15,"{0: {'d': {'Ru5+': 0.5, 'Zn2+': 0.5}}, 1: {'e': {'La3+': 0.5, 'Ba2+': 0.5}}, 2: {'e': {'O2-': 1}}, 3: {'f': {'O2-': 1}}}",4,5.0,20.0,7
1000179,Na0.22Fe2F6,167,"{0: {'a': {'Na+': 0.11}}, 1: {'b': {'Fe2.89+': 1}}, 2: {'e': {'F-': 1}}}",3,3.0,24.66,7
7221314,Na0.08Nd3.92Mn3.64O12,62,"{0: {'b': {'Mn': 0.91}}, 1: {'c': {'Nd': 0.98, 'Na': 0.02}}, 2: {'c': {'O': 1}}, 3: {'d': {'O': 1}}}",4,4.0,19.64,7
1525885,Ca2Tb2Mn4O11.964,62,"{0: {'b': {'Mn': 1}}, 1: {'c': {'Ca': 0.5, 'Tb': 0.5}}, 2: {'c': {'O': 0.997}}, 3: {'d': {'O': 0.997}}}",4,4.0,19.964,7
7221488,Ba0.6Sr1.4Co2O6,194,"{0: {'a': {'Co': 1}}, 1: {'d': {'Sr': 0.7, 'Ba': 0.3}}, 2: {'h': {'O': 1}}}",3,4.0,10.0,3
1534317,K4I2O9,194,"{0: {'a': {'K': 1}}, 1: {'b': {'K': 1}}, 2: {'f': {'K': 1}}, 3: {'f': {'I': 1}}, 4: {'h': {'O': 1}}, 5: {'k': {'O': 1}}}",6,3.0,30.0,3
1536639,Ba3LiIr2O9,194,"{0: {'a': {'Li': 1}}, 1: {'b': {'Ba': 1}}, 2: {'f': {'Ba': 1}}, 3: {'f': {'Ir': 1}}, 4: {'h': {'O': 1}}, 5: {'k': {'O': 1}}}",6,4.0,30.0,3
4002522,KTiO3,194,"{0: {'a': {'K': 1}}, 1: {'d': {'K': 1}}, 2: {'f': {'Ti': 1}}, 3: {'g': {'O': 1}}, 4: {'h': {'O': 1}}}",5,3.0,20.0,3
1536637,Ba3NaIr2O9,194,"{0: {'a': {'Na': 1}}, 1: {'b': {'Ba': 1}}, 2: {'f': {'Ba': 1}}, 3: {'f': {'Ir': 1}}, 4: {'h': {'O': 1}}, 5: {'k': {'O': 1}}}",6,4.0,30.0,3
1525915,Ba3NdRu2O9,194,"{0: {'a': {'Nd': 1}}, 1: {'b': {'Ba': 1}}, 2: {'f': {'Ba': 1}}, 3: {'f': {'Ru': 1}}, 4: {'h': {'O': 1}}, 5: {'k': {'O': 1}}}",6,4.0,30.0,3
2106118,KNiCl3,185,"{0: {'a': {'Ni': 1}}, 1: {'b': {'Ni': 1}}, 2: {'c': {'K': 1}}, 3: {'c': {'Cl': 1}}, 4: {'d': {'Cl': 1}}}",5,3.0,30.0,3
1530068,RbVCl3,194,"{0: {'a': {'V': 1}}, 1: {'d': {'Rb': 1}}, 2: {'h': {'Cl': 1}}}",3,3.0,10.0,3
1527099,CsNiF3,194,"{0: {'a': {'Ni': 1}}, 1: {'d': {'Cs': 1}}, 2: {'h': {'F': 1}}}",3,3.0,10.0,3
1531245,Ba3CaRu2O9,194,"{0: {'a': {'Ca': 1}}, 1: {'b': {'Ba': 1}}, 2: {'f': {'Ba': 1}}, 3: {'f': {'Ru': 1}}, 4: {'h': {'O': 1}}, 5: {'k': {'O': 1}}}",6,4.0,30.0,3
1001718,BaMnO3,166,"{0: {'a': {'Ba2+': 1}}, 1: {'b': {'Mn4+': 1}}, 2: {'c': {'Ba2+': 1}}, 3: {'c': {'Mn4+': 1}}, 4: {'e': {'O2-': 1}}, 5: {'h': {'O2-': 1}}}",6,3.0,45.0,3
1541995,Ba3Co2WO9,194,"{0: {'a': {'Co': 1}}, 1: {'b': {'Ba': 1}}, 2: {'f': {'Ba': 1}}, 3: {'f': {'Co': 0.5, 'W': 0.5}}, 4: {'h': {'O': 1}}, 5: {'k': {'O': 1}}}",6,4.0,30.0,3
8103543,Ba6Ti5.28Pt0.72O18,194,"{0: {'a': {'Ti': 1}}, 1: {'b': {'Ba': 1}}, 2: {'f': {'Ba': 1}}, 3: {'f': {'Pt': 0.18, 'Ti': 0.82}}, 4: {'h': {'O': 1}}, 5: {'k': {'O': 1}}}",6,4.0,30.0,3
1537507,Ba3SrNb2O9,194,"{0: {'a': {'Sr': 1}}, 1: {'b': {'Ba': 1}}, 2: {'f': {'Ba': 1}}, 3: {'f': {'Nb': 1}}, 4: {'h': {'O': 1}}, 5: {'k': {'O': 1}}}",6,4.0,30.0,3
1527092,RbNiCl3,194,"{0: {'a': {'Ni': 1}}, 1: {'d': {'Rb': 1}}, 2: {'h': {'Cl': 1}}}",3,3.0,10.0,3
1539115,CsCoCl3,194,"{0: {'a': {'Co': 1}}, 1: {'d': {'Cs': 1}}, 2: {'h': {'Cl': 1}}}",3,3.0,10.0,3
2002455,Ba9Mn5.799Ir3.201O27,166,"{0: {'a': {'Ba2+': 1}}, 1: {'b': {'Mn4.55+': 0.733, 'Ir3+': 0.267}}, 2: {'c': {'Ba2+': 1}}, 3: {'c': {'Mn4.55+': 0.6, 'Ir3+': 0.4}}, 4: {'e': {'O2-': 1}}, 5: {'h': {'O2-': 1}}}",6,4.0,45.0,3
2002609,Ba6Ca2Ir3RuO18,194,"{0: {'a': {'Ca2+': 1}}, 1: {'b': {'Ba2+': 1}}, 2: {'f': {'Ba2+': 1}}, 3: {'f': {'Ru5+': 0.25, 'Ir5+': 0.75}}, 4: {'h': {'O2-': 1}}, 5: {'k': {'O2-': 1}}}",6,5.0,30.0,3
4002334,Sr3NdMn2O8,139,"{0: {'a': {'Mn': 1}}, 1: {'c': {'O': 1}}, 2: {'e': {'Nd': 0.25, 'Sr': 0.75}}, 3: {'e': {'O': 1}}}",4,4.0,14.0,5
1544429,LiLaTiO4,129,"{0: {'a': {'Li': 1}}, 1: {'c': {'La': 1}}, 2: {'c': {'Ti': 1}}, 3: {'c': {'O': 1}}, 4: {'c': {'O': 1}}, 5: {'f': {'O': 1}}}",6,4.0,14.0,5
1526926,Sr0.3La3.7Cu1.4Ni0.6O8,139,"{0: {'a': {'Ni': 0.3, 'Cu': 0.7}}, 1: {'c': {'O': 1}}, 2: {'e': {'La': 0.925, 'Sr': 0.075}}, 3: {'e': {'O': 1}}}",4,5.0,14.0,5
1001640,BaYFeCuO5,123,"{0: {'a': {'Ba2+': 1}}, 1: {'b': {'Y3+': 1}}, 2: {'c': {'O2-': 1}}, 3: {'h': {'Fe3+': 0.5}}, 4: {'h': {'Cu2+': 0.5}}, 5: {'i': {'O2-': 1}}}",6,5.0,9.0,5
2002185,Sr2Cu(BrO)2,139,"{0: {'a': {'Cu2+': 1}}, 1: {'c': {'O2-': 1}}, 2: {'e': {'Sr2+': 1}}, 3: {'e': {'Br-': 1}}}",4,4.0,14.0,5
7221475,Ca4Sb2O,139,"{0: {'b': {'O': 1}}, 1: {'c': {'Ca': 1}}, 2: {'e': {'Ca': 1}}, 3: {'e': {'Sb': 1}}}",4,3.0,14.0,5
1533347,SrTb2Al2O7,139,"{0: {'a': {'O': 1}}, 1: {'b': {'Tb': 0.25, 'Sr': 0.75}}, 2: {'e': {'Tb': 0.875, 'Sr': 0.125}}, 3: {'e': {'Al': 1}}, 4: {'e': {'O': 1}}, 5: {'g': {'O': 1}}}",6,4.0,24.0,5
1525679,D4Rb2Ca,139,"{0: {'a': {'Ca': 1}}, 1: {'c': {'D0+': 1}}, 2: {'e': {'D0+': 1}}, 3: {'e': {'Rb': 1}}}",4,3.0,14.0,5
1544432,NaLaTa2O7,139,"{0: {'a': {'La': 1}}, 1: {'b': {'O': 1}}, 2: {'d': {'Na': 0.5}}, 3: {'e': {'Ta': 1}}, 4: {'e': {'O': 1}}, 5: {'g': {'O': 1}}}",6,4.0,22.0,5
1529144,Sr6Fe2.28Co1.72Cl4O10,139,"{0: {'a': {'Sr': 1}}, 1: {'b': {'O': 1}}, 2: {'e': {'Sr': 1}}, 3: {'e': {'Co': 0.43, 'Fe': 0.57}}, 4: {'e': {'Cl': 1}}, 5: {'g': {'O': 1}}}",6,5.0,24.0,5
1509435,LaTa2AgO7,139,"{0: {'a': {'La': 1}}, 1: {'b': {'O': 1}}, 2: {'d': {'Ag': 0.5}}, 3: {'e': {'Ta': 1}}, 4: {'e': {'O': 1}}, 5: {'g': {'O': 1}}}",6,4.0,22.0,5
1541054,K0.8La7.2Cu4O16,64,"{0: {'a': {'Cu': 1}}, 1: {'e': {'O': 1}}, 2: {'f': {'K': 0.1, 'La': 0.9}}, 3: {'f': {'O': 1}}}",4,4.0,28.0,5
1521810,Sr4Ir0.8Ru1.2O8,139,"{0: {'a': {'Ru': 0.6, 'Ir': 0.4}}, 1: {'c': {'O': 1}}, 2: {'e': {'Sr': 1}}, 3: {'e': {'O': 1}}}",4,4.0,14.0,5
2009500,Ba3Zr2S7,139,"{0: {'a': {'Ba': 1}}, 1: {'b': {'S': 1}}, 2: {'e': {'Ba': 1}}, 3: {'e': {'Zr': 1}}, 4: {'e': {'S': 1}}, 5: {'g': {'S': 1}}}",6,3.0,24.0,5
1524433,SrLaCuO4,139,"{0: {'a': {'Cu': 1}}, 1: {'c': {'O': 1}}, 2: {'e': {'La': 0.5, 'Sr': 0.5}}, 3: {'e': {'O': 1}}}",4,4.0,14.0,5
7202742,Sr1.6844La2.3152Cu2O6.9552,139,"{0: {'a': {'Cu': 1}}, 1: {'c': {'O': 0.739}}, 2: {'e': {'La': 0.579, 'Sr': 0.421}}, 3: {'e': {'O': 1}}}",4,4.0,12.956,5
1532897,Sr1.66La2.34Fe1.846Ru0.154O8,139,"{0: {'a': {'Fe': 0.923, 'Ru': 0.077}}, 1: {'c': {'O': 1}}, 2: {'e': {'La': 0.585, 'Sr': 0.415}}, 3: {'e': {'O': 1}}}",4,5.0,14.0,5
4002511,La2Ti2ZnO8,129,"{0: {'a': {'Zn': 0.5}}, 1: {'c': {'La': 1}}, 2: {'c': {'Ti': 1}}, 3: {'c': {'O': 1}}, 4: {'c': {'O': 1}}, 5: {'f': {'O': 1}}}",6,4.0,13.0,5
1531897,Sr0.8La3.2Mg1.2Al0.8O8,139,"{0: {'a': {'Mg': 0.6, 'Al': 0.4}}, 1: {'c': {'O': 1}}, 2: {'e': {'La': 0.8, 'Sr': 0.2}}, 3: {'e': {'O': 1}}}",4,5.0,14.0,5
1531900,Sr1.6La2.4Mg0.4Al1.6O8,139,"{0: {'a': {'Mg': 0.2, 'Al': 0.8}}, 1: {'c': {'O': 1}}, 2: {'e': {'La': 0.6, 'Sr': 0.4}}, 3: {'e': {'O': 1}}}",4,5.0,14.0,5
1532613,Sr2.4La1.6Fe2O7.428,139,"{0: {'a': {'Fe': 1}}, 1: {'c': {'O': 0.931}}, 2: {'e': {'La': 0.4, 'Sr': 0.6}}, 3: {'e': {'O': 0.926}}}",4,4.0,13.428,5
1540099,Sr0.4La3.6Co0.2Cu1.8O8,139,"{0: {'a': {'Co': 0.1, 'Cu': 0.9}}, 1: {'c': {'O': 1}}, 2: {'e': {'La': 0.9, 'Sr': 0.1}}, 3: {'e': {'O': 1}}}",4,5.0,14.0,5
1522297,Sr4NbCoO8,139,"{0: {'a': {'Co': 0.5, 'Nb': 0.5}}, 1: {'c': {'O': 1}}, 2: {'e': {'Sr': 1}}, 3: {'e': {'O': 1}}}",4,4.0,14.0,5
2002466,Sr3Ru2O7,139,"{0: {'a': {'O2-': 1}}, 1: {'b': {'Sr2+': 1}}, 2: {'e': {'Sr2+': 1}}, 3: {'e': {'Ru4+': 1}}, 4: {'e': {'O2-': 1}}, 5: {'g': {'O2-': 1}}}",6,3.0,24.0,5
1533223,La2Ti2V0.9O8,129,"{0: {'a': {'V': 0.45}}, 1: {'c': {'La': 1}}, 2: {'c': {'Ti': 1}}, 3: {'c': {'O': 1}}, 4: {'c': {'O': 1}}, 5: {'f': {'O': 1}}}",6,4.0,12.9,5
2002174,Ca2Cu(ClO)2,139,"{0: {'a': {'Cu2+': 1}}, 1: {'c': {'O2-': 1}}, 2: {'e': {'Ca2+': 1}}, 3: {'e': {'Cl-': 1}}}",4,4.0,14.0,5
1008258,SrLaCoO4,139,"{0: {'a': {'Co3+': 1}}, 1: {'c': {'O2-': 1}}, 2: {'e': {'La3+': 0.5, 'Sr2+': 0.5}}, 3: {'e': {'O2-': 1}}}",4,4.0,14.0,5
4002319,Sr1.4La2.6Mg0.6Al1.4O8,139,"{0: {'a': {'Mg': 0.3, 'Al': 0.7}}, 1: {'c': {'O': 1}}, 2: {'e': {'La': 0.65, 'Sr': 0.35}}, 3: {'e': {'O': 1}}}",4,5.0,14.0,5
1529173,Sr2.4Nd1.6Co2O8,139,"{0: {'a': {'Co': 1}}, 1: {'c': {'O': 1}}, 2: {'e': {'Nd': 0.4, 'Sr': 0.6}}, 3: {'e': {'O': 1}}}",4,4.0,14.0,5
1528790,SrPrScO4,64,"{0: {'a': {'Sc': 1}}, 1: {'e': {'O': 1}}, 2: {'f': {'Pr': 0.5, 'Sr': 0.5}}, 3: {'f': {'O': 1}}}",4,4.0,28.0,5
1528793,SrSmScO4,64,"{0: {'a': {'Sc': 1}}, 1: {'e': {'O': 1}}, 2: {'f': {'Sm': 0.5, 'Sr': 0.5}}, 3: {'f': {'O': 1}}}",4,4.0,28.0,5
1522295,Sr3NbCoO7,139,"{0: {'a': {'O': 1}}, 1: {'b': {'Sr': 1}}, 2: {'e': {'Sr': 1}}, 3: {'e': {'Co': 0.5, 'Nb': 0.5}}, 4: {'e': {'O': 1}}, 5: {'g': {'O': 1}}}",6,4.0,24.0,5
1530199,K2UO4,139,"{0: {'a': {'U': 1}}, 1: {'c': {'O': 1}}, 2: {'e': {'K': 1}}, 3: {'e': {'O': 1}}}",4,3.0,14.0,5
1528436,Sr5.52Ce0.48Co4O11.82,139,"{0: {'a': {'O': 0.91}}, 1: {'b': {'Ce': 0.08, 'Sr': 0.92}}, 2: {'e': {'Ce': 0.08, 'Sr': 0.92}}, 3: {'e': {'Co': 1}}, 4: {'e': {'O': 1}}, 5: {'g': {'O': 0.75}}}",6,4.0,21.82,5
4002320,Sr1.2La2.8Mg0.8Al1.2O8,139,"{0: {'a': {'Mg': 0.4, 'Al': 0.6}}, 1: {'c': {'O': 1}}, 2: {'e': {'La': 0.7, 'Sr': 0.3}}, 3: {'e': {'O': 1}}}",4,5.0,14.0,5
1532859,Ba0.056Sr0.48Ca0.064La7.4Cu4O16,64,"{0: {'a': {'Cu': 1}}, 1: {'e': {'O': 1}}, 2: {'f': {'Ca': 0.008, 'La': 0.925, 'Sr': 0.06, 'Ba': 0.007}}, 3: {'f': {'O': 1}}}",4,6.0,28.0,5
2002507,Sr2La6Cu3IrO16,64,"{0: {'b': {'Cu2+': 0.75, 'Ir4+': 0.25}}, 1: {'e': {'O2-': 1}}, 2: {'f': {'La3+': 0.75, 'Sr2+': 0.25}}, 3: {'f': {'O2-': 1}}}",4,5.0,28.0,5
1517788,Sr2TiO4,139,"{0: {'a': {'Ti4+': 1}}, 1: {'c': {'O2-': 1}}, 2: {'e': {'Sr2+': 1}}, 3: {'e': {'O2-': 1}}}",4,3.0,14.0,5
1528791,SrPrScO4,139,"{0: {'a': {'Sc': 1}}, 1: {'c': {'O': 1}}, 2: {'e': {'Pr': 0.5, 'Sr': 0.5}}, 3: {'e': {'O': 1}}}",4,4.0,14.0,5
1539757,Sr1.5Ce0.85Y1.15Cu2Bi0.5O8,129,"{0: {'a': {'O': 1}}, 1: {'c': {'Y': 0.575, 'Ce': 0.425}}, 2: {'c': {'Bi': 0.25, 'Sr': 0.75}}, 3: {'c': {'Cu': 1}}, 4: {'c': {'O': 1}}, 5: {'f': {'O': 1}}}",6,6.0,14.0,5
1529176,Sr2.4Gd1.6Co2O8,139,"{0: {'a': {'Co': 1}}, 1: {'c': {'O': 1}}, 2: {'e': {'Gd': 0.4, 'Sr': 0.6}}, 3: {'e': {'O': 1}}}",4,4.0,14.0,5
1534433,SmAl7Au3,167,"{0: {'a': {'Al': 1}}, 1: {'b': {'Sm': 1}}, 2: {'e': {'Au': 1}}, 3: {'f': {'Al': 1}}}",4,3.0,66.0,6
2002684,Na1.98Sr22.02Pt6O36,167,"{0: {'a': {'Na+': 0.33, 'Sr2+': 0.67}}, 1: {'b': {'Pt4.33+': 1}}, 2: {'e': {'Sr2+': 1}}, 3: {'f': {'O2-': 1}}}",4,4.0,66.0,6
8103438,YbGa7Au3,167,"{0: {'a': {'Ga': 1}}, 1: {'b': {'Yb': 1}}, 2: {'e': {'Au': 1}}, 3: {'f': {'Ga': 1}}}",4,3.0,66.0,6
4102563,LiCa3OsO6,167,"{0: {'a': {'Li': 1}}, 1: {'b': {'Os': 1}}, 2: {'e': {'Ca': 1}}, 3: {'f': {'O': 1}}}",4,4.0,66.0,6
1539639,Rb4PbBr6,167,"{0: {'a': {'Rb': 1}}, 1: {'b': {'Pb': 1}}, 2: {'e': {'Rb': 1}}, 3: {'f': {'Br': 1}}}",4,3.0,66.0,6
1534428,DyAl7Au3,167,"{0: {'a': {'Al': 1}}, 1: {'b': {'Dy': 1}}, 2: {'e': {'Au': 1}}, 3: {'f': {'Al': 1}}}",4,3.0,66.0,6
1534415,PrAl7Au3,167,"{0: {'a': {'Al': 1}}, 1: {'b': {'Pr': 1}}, 2: {'e': {'Au': 1}}, 3: {'f': {'Al': 1}}}",4,3.0,66.0,6
1522199,Sr6.564Ca17.436Pt6O36,167,"{0: {'a': {'Ca': 0.998, 'Sr': 0.002}}, 1: {'b': {'Pt': 1}}, 2: {'e': {'Ca': 0.636, 'Sr': 0.364}}, 3: {'f': {'O': 1}}}",4,4.0,66.0,6
4330744,Ba18Pr5.9148In5.886S36,167,"{0: {'a': {'Pr': 0.986}}, 1: {'b': {'In': 0.981}}, 2: {'e': {'Ba': 1}}, 3: {'f': {'S': 1}}}",4,4.0,65.802,6
1534423,HoAl7Au3,167,"{0: {'a': {'Al': 1}}, 1: {'b': {'Ho': 1}}, 2: {'e': {'Au': 1}}, 3: {'f': {'Al': 1}}}",4,3.0,66.0,6
2002676,NaSr3RuO6,167,"{0: {'a': {'Na+': 1}}, 1: {'b': {'Ru5+': 1}}, 2: {'e': {'Sr2+': 1}}, 3: {'f': {'O2-': 1}}}",4,4.0,66.0,6
2223288,Nd3Fe5O12,230,"{0: {'a': {'Fe': 1}}, 1: {'c': {'Nd': 1}}, 2: {'d': {'Fe': 1}}, 3: {'h': {'O': 1}}}",4,3.0,160.0,1
1538376,Ca10.728Mg0.72Ti0.08Mn6.48Al15.92Fe6.072Si24O96,230,"{0: {'a': {'Al': 0.995, 'Ti': 0.005}}, 1: {'c': {'Ca': 0.447, 'Mn': 0.27, 'Mg': 0.03, 'Fe': 0.253}}, 2: {'d': {'Si': 1}}, 3: {'h': {'O': 1}}}",4,8.0,160.0,1
9014443,Ca23.256V15.472Si24O96,230,"{0: {'a': {'V': 0.967}}, 1: {'c': {'Ca': 0.969}}, 2: {'d': {'Si': 1}}, 3: {'h': {'O': 1}}}",4,4.0,158.728,1
1541086,La19.032Lu20.488Zn0.384Ga23.616Pb0.48O96,230,"{0: {'a': {'Lu': 1}}, 1: {'c': {'Lu': 0.187, 'La': 0.793, 'Pb': 0.02}}, 2: {'d': {'Zn': 0.016, 'Ga': 0.984}}, 3: {'h': {'O': 1}}}",4,6.0,160.0,1
1100105,Na3Fe2(AsO4)3,230,"{0: {'a': {'Fe': 1}}, 1: {'c': {'Na': 1}}, 2: {'d': {'As': 1}}, 3: {'h': {'O': 1}}}",4,4.0,160.0,1
2207682,Ca24Al10.704Fe5.296Si24O96,230,"{0: {'a': {'Al': 0.669, 'Fe': 0.331}}, 1: {'c': {'Ca': 1}}, 2: {'d': {'Si': 1}}, 3: {'h': {'O': 1}}}",4,5.0,160.0,1
9000234,Mn20.88Al16Fe3.12Si24O96,230,"{0: {'a': {'Al': 1}}, 1: {'c': {'Mn': 0.87, 'Fe': 0.13}}, 2: {'d': {'Si': 1}}, 3: {'h': {'O': 1}}}",4,5.0,160.0,1
9001527,Ca4.704Mg19.296Al16Si24O96,230,"{0: {'a': {'Al': 1}}, 1: {'c': {'Ca': 0.196, 'Mg': 0.804}}, 2: {'d': {'Si': 1}}, 3: {'h': {'O': 1}}}",4,5.0,160.0,1
9013963,Ca24Zr16Al8.4Fe7.44Si7.44O96,230,"{0: {'a': {'Zr': 1}}, 1: {'c': {'Ca': 1}}, 2: {'d': {'Al': 0.35, 'Si': 0.31, 'Fe': 0.31}}, 3: {'h': {'O': 1}}}",4,6.0,159.28,1
1538388,Fe5(SiO4)3,230,"{0: {'a': {'Fe': 1}}, 1: {'c': {'Fe': 1}}, 2: {'d': {'Si': 1}}, 3: {'h': {'O': 1}}}",4,3.0,160.0,1
9010065,Ca24Sc7.84Fe8.16Si24O96,230,"{0: {'a': {'Sc': 0.49, 'Fe': 0.51}}, 1: {'c': {'Ca': 1}}, 2: {'d': {'Si': 1}}, 3: {'h': {'O': 1}}}",4,5.0,160.0,1
9006282,Ca12.48Fe27.52Si24O96,230,"{0: {'a': {'Fe': 1}}, 1: {'c': {'Ca': 0.52, 'Fe': 0.48}}, 2: {'d': {'Si': 1}}, 3: {'h': {'O': 1}}}",4,4.0,160.0,1
9000233,Ca0.96Mg2.16Al16Fe20.64Si24O96,230,"{0: {'a': {'Al': 1}}, 1: {'c': {'Ca': 0.04, 'Mg': 0.09, 'Fe': 0.86}}, 2: {'d': {'Si': 1}}, 3: {'h': {'O': 1}}}",4,6.0,159.76,1
9010066,Ca24Sc10.88Fe5.12Si24O96,230,"{0: {'a': {'Sc': 0.68, 'Fe': 0.32}}, 1: {'c': {'Ca': 1}}, 2: {'d': {'Si': 1}}, 3: {'h': {'O': 1}}}",4,5.0,160.0,1
1526377,Y24Al31.992Fe8.008O96,230,"{0: {'a': {'Al': 0.711, 'Fe': 0.289}}, 1: {'c': {'Y': 1}}, 2: {'d': {'Al': 0.859, 'Fe': 0.141}}, 3: {'h': {'O': 1}}}",4,4.0,160.0,1
7224687,Ce0.48Lu23.52Mg8Al24.0000008Si7.9999992O96,230,"{0: {'a': {'Mg': 0.5, 'Al': 0.5}}, 1: {'c': {'Lu': 0.98, 'Ce': 0.02}}, 2: {'d': {'Al': 0.667, 'Si': 0.333}}, 3: {'h': {'O': 1}}}",4,6.0,160.0,1
1526372,Y24Al7.992Fe32.008O96,230,"{0: {'a': {'Al': 0.06, 'Fe': 0.94}}, 1: {'c': {'Y': 1}}, 2: {'d': {'Al': 0.293, 'Fe': 0.707}}, 3: {'h': {'O': 1}}}",4,4.0,160.0,1
1011055,Ca3Al2(SiO4)3,230,"{0: {'a': {'Al3+': 1}}, 1: {'c': {'Ca2+': 1}}, 2: {'d': {'Si4+': 1}}, 3: {'h': {'O2-': 1}}}",4,4.0,160.0,1
1529037,Y3Al5O12,230,"{0: {'a': {'Al': 1}}, 1: {'c': {'Y': 1}}, 2: {'d': {'Al': 1}}, 3: {'h': {'O': 1}}}",4,3.0,160.0,1
2201252,Na3Cr2(AsO4)3,230,"{0: {'a': {'Cr': 1}}, 1: {'c': {'Na': 1}}, 2: {'d': {'As': 1}}, 3: {'h': {'O': 1}}}",4,4.0,160.0,1
2234838,Mn3Cr2(GeO4)3,230,"{0: {'a': {'Cr': 1}}, 1: {'c': {'Mn': 1}}, 2: {'d': {'Ge': 1}}, 3: {'h': {'O': 1}}}",4,4.0,160.0,1
2208446,K4.512Li19.488Cr16As24O96,230,"{0: {'a': {'Cr': 1}}, 1: {'c': {'K': 0.188, 'Li': 0.812}}, 2: {'d': {'As': 1}}, 3: {'h': {'O': 1}}}",4,5.0,160.0,1
9006283,Ca8.64Fe31.36Si24O96,230,"{0: {'a': {'Fe': 1}}, 1: {'c': {'Ca': 0.36, 'Fe': 0.64}}, 2: {'d': {'Si': 1}}, 3: {'h': {'O': 1}}}",4,4.0,160.0,1
1541549,Ca6V3Fe7O24,230,"{0: {'a': {'Fe': 1}}, 1: {'c': {'Ca': 1}}, 2: {'d': {'Fe': 0.5, 'V': 0.5}}, 3: {'h': {'O': 1}}}",4,4.0,160.0,1
9001228,Ca24Al2.544Fe13.456Si23.04O96,230,"{0: {'a': {'Al': 0.159, 'Fe': 0.841}}, 1: {'c': {'Ca': 1}}, 2: {'d': {'Si': 0.96}}, 3: {'h': {'O': 1}}}",4,5.0,159.04,1
9013702,Mg25.28Cr13.44Si25.28O96,230,"{0: {'a': {'Mg': 0.08, 'Si': 0.08, 'Cr': 0.84}}, 1: {'c': {'Mg': 1}}, 2: {'d': {'Si': 1}}, 3: {'h': {'O': 1}}}",4,4.0,160.0,1
9001409,Ca6Mg1.92Mn0.72Al16Fe15.12Si24O96,230,"{0: {'a': {'Al': 1}}, 1: {'c': {'Ca': 0.25, 'Mn': 0.03, 'Mg': 0.08, 'Fe': 0.63}}, 2: {'d': {'Si': 1}}, 3: {'h': {'O': 1}}}",4,7.0,159.76,1
1538394,Mn3V2(SiO4)3,230,"{0: {'a': {'V': 1}}, 1: {'c': {'Mn': 1}}, 2: {'d': {'Si': 1}}, 3: {'h': {'O': 1}}}",4,4.0,160.0,1
1526359,Mn1.6Cr14.4Ni8.0O32,227,"{0: {'b': {'Mn': 0.2, 'Cr': 0.16, 'Ni': 0.64}}, 1: {'c': {'Ni': 0.18, 'Cr': 0.82}}, 2: {'e': {'O': 1}}}",3,4.0,56.0,8
5910150,Fe2NiS4,227,"{0: {'a': {'Ni': 1}}, 1: {'d': {'Fe': 1}}, 2: {'e': {'S': 1}}}",3,3.0,56.0,8
9005768,Mg3.184Al19.208O32,227,"{0: {'b': {'Mg': 0.398, 'Al': 0.529}}, 1: {'c': {'Al': 0.936}}, 2: {'e': {'O': 1}}}",3,3.0,54.392,8
1010946,Co2CuS4,227,"{0: {'b': {'Cu2+': 1}}, 1: {'d': {'Co3+': 1}}, 2: {'e': {'S2-': 1}}}",3,3.0,56.0,8
9012171,Cr16Fe4.8Cu3.2Se9.6S22.4,227,"{0: {'b': {'Cu': 0.4, 'Fe': 0.6}}, 1: {'c': {'Cr': 1}}, 2: {'e': {'S': 0.7, 'Se': 0.3}}}",3,5.0,56.0,8
9006923,Fe9Si3O16,227,"{0: {'b': {'Si': 0.676, 'Fe': 0.324}}, 1: {'c': {'Si': 0.037, 'Fe': 0.963}}, 2: {'e': {'O': 1}}}",3,3.0,56.0,8
9003074,Mg13.856Fe1.84Si8O32,227,"{0: {'b': {'Si': 1}}, 1: {'c': {'Mg': 0.866, 'Fe': 0.115}}, 2: {'e': {'O': 1}}}",3,4.0,55.696,8
1540364,Cr16Cd4.16Co3.84S32,227,"{0: {'a': {'Co': 0.48, 'Cd': 0.52}}, 1: {'d': {'Cr': 1}}, 2: {'e': {'S': 1}}}",3,4.0,56.0,8
9014548,Mg8.008Al11.664Fe4.328O32,227,"{0: {'b': {'Mg': 0.615, 'Al': 0.136, 'Fe': 0.249}}, 1: {'c': {'Mg': 0.193, 'Al': 0.661, 'Fe': 0.146}}, 2: {'e': {'O': 1}}}",3,4.0,56.0,8
1538387,Fe5CuO8,227,"{0: {'b': {'Cu': 0.5, 'Fe': 0.5}}, 1: {'c': {'Fe': 1}}, 2: {'e': {'O': 1}}}",3,3.0,56.0,8
9003911,Mg8.104Al14.76Fe1.136O32,227,"{0: {'b': {'Mg': 0.731, 'Al': 0.21, 'Fe': 0.059}}, 1: {'c': {'Mg': 0.141, 'Al': 0.818, 'Fe': 0.042}}, 2: {'e': {'O': 1}}}",3,4.0,56.016,8
1513962,LiMn2O4,227,"{0: {'b': {'Li+': 1}}, 1: {'c': {'Mn3.5+': 1}}, 2: {'e': {'O2-': 1}}}",3,3.0,56.0,8
9015023,Mg15.36Si7.84O32,227,"{0: {'b': {'Si': 0.98}}, 1: {'c': {'Mg': 0.96}}, 2: {'e': {'O': 1}}}",3,3.0,55.2,8
