cif,formula,sgnum,WyckOcc,sitios,elements,atoms,target
1533294,Sr1.6La0.24Pr2.16Mn4O12,62,"{0: {'b': {'Mn': 1}}, 1: {'c': {'Pr': 0.54, 'La': 0.06, 'Sr': 0.4}}, 2: {'c': {'O': 1}}, 3: {'d': {'O': 1}}}",4,5.0,20.0,7
1532083,Ba0.8Pr3.2Co4O12,62,"{0: {'b': {'Co': 1}}, 1: {'c': {'Pr': 0.8, 'Ba': 0.2}}, 2: {'c': {'O': 1}}, 3: {'d': {'O': 1}}}",4,4.0,20.0,7
2310587,La4Mn3.2Co0.8O12,62,"{0: {'b': {'Mn': 0.8, 'Co': 0.2}}, 1: {'c': {'La': 1}}, 2: {'c': {'O': 1}}, 3: {'d': {'O': 1}}}",4,4.0,20.0,7
1533311,Ca3.6Ti4Pb0.4O12,62,"{0: {'a': {'Ti': 1}}, 1: {'c': {'Ca': 0.9, 'Pb': 0.1}}, 2: {'c': {'O': 1}}, 3: {'d': {'O': 1}}}",4,4.0,20.0,7
1525462,Ca3PbO,221,"{0: {'a': {'Pb': 1}}, 1: {'b': {'O': 1}}, 2: {'c': {'Ca': 1}}}",3,3.0,5.0,7
1526238,La3.712Mn4O12,62,"{0: {'a': {'Mn': 1}}, 1: {'c': {'La': 0.928}}, 2: {'c': {'O': 1}}, 3: {'d': {'O': 1}}}",4,3.0,19.712,7
9006962,K0.67Na0.33Mg1F3,221,"{0: {'a': {'Mg': 1}}, 1: {'b': {'K': 0.67, 'Na': 0.33}}, 2: {'d': {'F': 1}}}",3,4.0,5.0,7
4343689,Ba4Eu8Ta4O22.008,225,"{0: {'a': {'Ta': 1}}, 1: {'b': {'Eu': 1}}, 2: {'c': {'Eu': 0.5, 'Ba': 0.5}}, 3: {'e': {'O': 0.917}}}",4,4.0,38.008,7
1545081,Sr4.8La3.2Mg7.76Ta0.24O24,225,"{0: {'a': {'Ta': 0.03, 'Mg': 0.97}}, 1: {'b': {'Ta': 0.03, 'Mg': 0.97}}, 2: {'c': {'La': 0.4, 'Sr': 0.6}}, 3: {'e': {'O': 1}}}",4,5.0,40.0,7
9006867,Na0.6Sr2.8La0.6Ti4O12,140,"{0: {'a': {'O': 1}}, 1: {'b': {'Na': 0.15, 'La': 0.15, 'Sr': 0.7}}, 2: {'c': {'Ti': 1}}, 3: {'h': {'O': 1}}}",4,5.0,20.0,7
1511312,ScBRh3,221,"{0: {'a': {'Sc': 1}}, 1: {'b': {'B': 1}}, 2: {'c': {'Rh': 1}}}",3,3.0,5.0,7
4002490,Ba1.8La4.2Mn6O18,167,"{0: {'a': {'La': 0.7, 'Ba': 0.3}}, 1: {'b': {'Mn': 1}}, 2: {'e': {'O': 1}}}",3,4.0,30.0,7
1533312,Sr1.998La4.002Mn6O18,167,"{0: {'a': {'La': 0.667, 'Sr': 0.333}}, 1: {'b': {'Mn': 1}}, 2: {'e': {'O': 1}}}",3,4.0,30.0,7
1533069,YAlO3,62,"{0: {'b': {'Al': 1}}, 1: {'c': {'Y': 1}}, 2: {'c': {'O': 1}}, 3: {'d': {'O': 1}}}",4,3.0,20.0,7
1010145,Cs2AgAuCl6,225,"{0: {'a': {'Au3+': 1}}, 1: {'b': {'Ag+': 1}}, 2: {'c': {'Cs+': 1}}, 3: {'e': {'Cl-': 1}}}",4,4.0,40.0,7
1537753,URhS3,62,"{0: {'a': {'Rh': 1}}, 1: {'c': {'U': 1}}, 2: {'c': {'S': 1}}, 3: {'d': {'S': 1}}}",4,3.0,20.0,7
1533888,Ce3In1N0.92,221,"{0: {'a': {'In': 1}}, 1: {'b': {'N': 0.92}}, 2: {'c': {'Ce': 1}}}",3,3.0,4.92,7
1538370,BaSnO3,221,"{0: {'a': {'Sn': 1}}, 1: {'b': {'Ba': 1}}, 2: {'d': {'O': 1}}}",3,3.0,5.0,7
1521100,Sr1.32Nd2.68Mn4O12,62,"{0: {'a': {'Mn': 1}}, 1: {'c': {'Nd': 0.67, 'Sr': 0.33}}, 2: {'c': {'O': 1}}, 3: {'d': {'O': 1}}}",4,4.0,20.0,7
1544451,Sr8.4Ca3.6Ta4O21.984,225,"{0: {'a': {'Ca': 0.79, 'Ta': 0.11, 'Sr': 0.1}}, 1: {'b': {'Ca': 0.11, 'Ta': 0.89}}, 2: {'c': {'Sr': 1}}, 3: {'e': {'O': 0.916}}}",4,4.0,37.984,7
4330786,Sr2.4Ca1.6Ti4O11.568,140,"{0: {'a': {'O': 0.964}}, 1: {'b': {'Ca': 0.4, 'Sr': 0.6}}, 2: {'c': {'Ti': 1}}, 3: {'h': {'O': 0.964}}}",4,4.0,19.568,7
1531806,GdMnO3,62,"{0: {'b': {'Mn': 1}}, 1: {'c': {'Gd': 1}}, 2: {'c': {'O': 1}}, 3: {'d': {'O': 1}}}",4,3.0,20.0,7
1534226,Ba2TmReO6,225,"{0: {'a': {'Re': 1}}, 1: {'b': {'Tm': 1}}, 2: {'c': {'Ba': 1}}, 3: {'e': {'O': 1}}}",4,4.0,40.0,7
1534234,Sr2TmReO6,225,"{0: {'a': {'Re': 1}}, 1: {'b': {'Tm': 1}}, 2: {'c': {'Sr': 1}}, 3: {'e': {'O': 1}}}",4,4.0,40.0,7
4344527,KVF3,221,"{0: {'a': {'K': 1}}, 1: {'b': {'V': 1}}, 2: {'c': {'F': 1}}}",3,3.0,5.0,7
1510801,SrSn(BO3)2,148,"{0: {'a': {'Sr': 1}}, 1: {'b': {'Sn': 1}}, 2: {'c': {'B': 1}}, 3: {'f': {'O': 1}}}",4,4.0,30.0,7
2002424,Ba1Be0.33Ir0.67O3,221,"{0: {'a': {'Ba2+': 1}}, 1: {'b': {'Ir5+': 0.67, 'Be2+': 0.33}}, 2: {'c': {'O2-': 1}}}",3,4.0,5.0,7
1006097,La4Ti2.016Cu1.984O12,62,"{0: {'b': {'Cu2+': 0.496, 'Ti4+': 0.504}}, 1: {'c': {'La3+': 1}}, 2: {'c': {'O2-': 1}}, 3: {'d': {'O2-': 1}}}",4,4.0,20.0,7
1533610,Ca2NbInO6,14,"{0: {'a': {'In': 1}}, 1: {'d': {'Nb': 1}}, 2: {'e': {'Ca': 1}}, 3: {'e': {'O': 1}}, 4: {'e': {'O': 1}}, 5: {'e': {'O': 1}}}",6,4.0,20.0,7
1534231,Sr2HoReO6,225,"{0: {'a': {'Re': 1}}, 1: {'b': {'Ho': 1}}, 2: {'c': {'Sr': 1}}, 3: {'e': {'O': 1}}}",4,4.0,40.0,7
4336910,PrFe4(CuO4)3,204,"{0: {'a': {'Pr': 1}}, 1: {'b': {'Cu': 1}}, 2: {'c': {'Fe': 1}}, 3: {'g': {'O': 1}}}",4,4.0,40.0,7
1525856,K0.48La4.98Mn6O17.154,167,"{0: {'a': {'K': 0.08, 'La': 0.83}}, 1: {'b': {'Mn': 1}}, 2: {'e': {'O': 0.953}}}",3,4.0,28.614,7
1532644,Er4Al1.2Fe2.8O12,62,"{0: {'b': {'Al': 0.3, 'Fe': 0.7}}, 1: {'c': {'Er': 1}}, 2: {'c': {'O': 1}}, 3: {'d': {'O': 1}}}",4,4.0,20.0,7
1533313,Ca3.2Ti4Pb0.8O12,62,"{0: {'a': {'Ti': 1}}, 1: {'c': {'Ca': 0.8, 'Pb': 0.2}}, 2: {'c': {'O': 1}}, 3: {'d': {'O': 1}}}",4,4.0,20.0,7
1525812,Sr1.2Ca1.2La3.6Mn6O18,167,"{0: {'a': {'Ca': 0.2, 'La': 0.6, 'Sr': 0.2}}, 1: {'b': {'Mn': 1}}, 2: {'e': {'O': 1}}}",3,5.0,30.0,7
1531699,Li1.334La4Ti2.666O12,14,"{0: {'b': {'Ti': 1}}, 1: {'c': {'Ti': 0.333, 'Li': 0.667}}, 2: {'e': {'La': 1}}, 3: {'e': {'O': 1}}, 4: {'e': {'O': 1}}, 5: {'e': {'O': 1}}}",6,4.0,20.0,7
9006863,NaSr2LaTi4O12,140,"{0: {'a': {'O': 1}}, 1: {'b': {'Na': 0.25, 'La': 0.25, 'Sr': 0.5}}, 2: {'c': {'Ti': 1}}, 3: {'h': {'O': 1}}}",4,5.0,20.0,7
1539939,Li0.9999I1O1,221,"{0: {'a': {'I': 1}}, 1: {'b': {'O': 1}}, 2: {'c': {'Li': 0.333}}}",3,3.0,2.999,7
1520890,Ba0.7Fe0.9Bi0.4O2.67,221,"{0: {'a': {'Bi': 0.1, 'Fe': 0.9}}, 1: {'b': {'Bi': 0.3, 'Ba': 0.7}}, 2: {'d': {'O': 0.89}}}",3,4.0,4.67,7
1009051,Mn3ZnN,221,"{0: {'a': {'Zn0+': 1}}, 1: {'b': {'N0+': 1}}, 2: {'c': {'Mn0+': 1}}}",3,3.0,5.0,7
1008160,NdCrO3,62,"{0: {'b': {'Cr3+': 1}}, 1: {'c': {'Nd3+': 1}}, 2: {'c': {'O2-': 1}}, 3: {'d': {'O2-': 1}}}",4,3.0,20.0,7
7221317,TlNiO3,62,"{0: {'b': {'Ni': 1}}, 1: {'c': {'Tl': 1}}, 2: {'c': {'O': 1}}, 3: {'d': {'O': 1}}}",4,3.0,20.0,7
2104746,FeCO3,167,"{0: {'a': {'C': 1}}, 1: {'b': {'Fe': 1}}, 2: {'e': {'O': 1}}}",3,3.0,30.0,7
1520893,SrPr(FeO3)2,62,"{0: {'a': {'Fe': 1}}, 1: {'c': {'Pr': 0.5, 'Sr': 0.5}}, 2: {'c': {'O': 1}}, 3: {'d': {'O': 1}}}",4,4.0,20.0,7
1521059,BaCeO3,62,"{0: {'b': {'Ce': 1}}, 1: {'c': {'Ba': 1}}, 2: {'c': {'O': 1}}, 3: {'d': {'O': 1}}}",4,3.0,20.0,7
4344486,Cs2LiYCl6,225,"{0: {'a': {'Y': 1}}, 1: {'b': {'Li': 1}}, 2: {'c': {'Cs': 1}}, 3: {'e': {'Cl': 1}}}",4,4.0,40.0,7
4001155,Sr4.464Ce1.002Ti6O18,167,"{0: {'a': {'Ce': 0.167, 'Sr': 0.744}}, 1: {'b': {'Ti': 1}}, 2: {'e': {'O': 1}}}",3,4.0,29.466,7
1533860,Tb4Al1.6Fe2.4O12,62,"{0: {'b': {'Al': 0.4, 'Fe': 0.6}}, 1: {'c': {'Tb': 1}}, 2: {'c': {'O': 1}}, 3: {'d': {'O': 1}}}",4,4.0,20.0,7
1531086,Ba0.4La3.6Mg1.8Ti2.2O12,14,"{0: {'b': {'Mg': 0.34, 'Ti': 0.66}}, 1: {'c': {'Mg': 0.56, 'Ti': 0.44}}, 2: {'e': {'La': 0.9, 'Ba': 0.1}}, 3: {'e': {'O': 1}}, 4: {'e': {'O': 1}}, 5: {'e': {'O': 1}}}",6,5.0,20.0,7
1531401,La0.3Ti1Pb0.56O3,221,"{0: {'a': {'Ti': 1}}, 1: {'b': {'Pb': 0.56, 'La': 0.3}}, 2: {'d': {'O': 1}}}",3,4.0,4.86,7
1527946,NaMnF3,62,"{0: {'b': {'Mn': 1}}, 1: {'c': {'Na': 1}}, 2: {'c': {'F': 1}}, 3: {'d': {'F': 1}}}",4,3.0,20.0,7
1533864,CaRuO3,62,"{0: {'b': {'Ru': 1}}, 1: {'c': {'Ca': 1}}, 2: {'c': {'O': 1}}, 3: {'d': {'O': 1}}}",4,3.0,20.0,7
1009040,Mn3IrN,221,"{0: {'a': {'Ir0+': 1}}, 1: {'b': {'N0+': 1}}, 2: {'c': {'Mn0+': 1}}}",3,3.0,5.0,7
1521267,Ba0.256Sr0.744Ti1O3,221,"{0: {'a': {'Sr': 0.744, 'Ba': 0.256}}, 1: {'b': {'Ti': 1}}, 2: {'c': {'O': 1}}}",3,4.0,5.0,7
1001460,Ba10.6668Bi5.3332O22.68,225,"{0: {'a': {'Bi5+': 1}}, 1: {'b': {'Bi3+': 0.333, 'Ba2+': 0.667}}, 2: {'c': {'Ba2+': 1}}, 3: {'e': {'O2-': 0.945}}}",4,3.0,38.68,7
1521739,Sm4Co0.12Ni3.88O12,62,"{0: {'b': {'Ni': 0.97, 'Co': 0.03}}, 1: {'c': {'Sm': 1}}, 2: {'c': {'O': 1}}, 3: {'d': {'O': 1}}}",4,4.0,20.0,7
4002467,Ca1.5La1.1Pr1.4Mn4O12,62,"{0: {'b': {'Mn': 1}}, 1: {'c': {'Ca': 0.375, 'Pr': 0.35, 'La': 0.275}}, 2: {'c': {'O': 1}}, 3: {'d': {'O': 1}}}",4,5.0,20.0,7
1521799,Sr2.6La1.3Mn4O9.52F2.296,62,"{0: {'a': {'Mn': 1}}, 1: {'c': {'La': 0.325, 'Sr': 0.65}}, 2: {'c': {'O': 1}}, 3: {'d': {'F': 0.287, 'O': 0.69}}}",4,5.0,19.716,7
1533835,Ca2.4La1.6Ti2Cr2O12,62,"{0: {'b': {'Ti': 0.5, 'Cr': 0.5}}, 1: {'c': {'Ca': 0.6, 'La': 0.4}}, 2: {'c': {'O': 1}}, 3: {'d': {'O': 1}}}",4,5.0,20.0,7
1521063,BaCeO3,167,"{0: {'a': {'Ba': 1}}, 1: {'b': {'Ce': 1}}, 2: {'e': {'O': 1}}}",3,3.0,30.0,7
2002486,Sr2NdBiO6,14,"{0: {'a': {'Bi5+': 1}}, 1: {'d': {'Nd3+': 1}}, 2: {'e': {'Sr2+': 1}}, 3: {'e': {'O2-': 1}}, 4: {'e': {'O2-': 1}}, 5: {'e': {'O2-': 1}}}",6,4.0,20.0,7
1545133,Eu2CoRuO6,14,"{0: {'b': {'Co': 0.907, 'Ru': 0.093}}, 1: {'c': {'Co': 0.093, 'Ru': 0.907}}, 2: {'e': {'Eu': 1}}, 3: {'e': {'O': 1}}, 4: {'e': {'O': 1}}, 5: {'e': {'O': 1}}}",6,4.0,20.0,7
1527443,Ba8.04Ho3.16U2.64Fe2.12O24,225,"{0: {'a': {'Fe': 0.33, 'U': 0.66}}, 1: {'b': {'Ba': 0.67, 'Ho': 0.13, 'Fe': 0.2}}, 2: {'c': {'Ho': 0.33, 'Ba': 0.67}}, 3: {'e': {'O': 1}}}",4,5.0,39.96,7
1531964,Ca3.2La0.8Mn4O12,62,"{0: {'b': {'Mn': 1}}, 1: {'c': {'Ca': 0.8, 'La': 0.2}}, 2: {'c': {'O': 1}}, 3: {'d': {'O': 1}}}",4,4.0,20.0,7
1533969,La8Mg5.3332Nb2.6668O24,225,"{0: {'a': {'Mg': 1}}, 1: {'b': {'Mg': 0.333, 'Nb': 0.667}}, 2: {'c': {'La': 1}}, 3: {'e': {'O': 1}}}",4,4.0,40.0,7
1527234,Ca3SbN,221,"{0: {'a': {'N': 1}}, 1: {'b': {'Sb': 1}}, 2: {'c': {'Ca': 1}}}",3,3.0,5.0,7
1544447,Sr8Ca4.0Ta4O21.984,225,"{0: {'a': {'Ca': 0.85, 'Ta': 0.15}}, 1: {'b': {'Ca': 0.15, 'Ta': 0.85}}, 2: {'c': {'Sr': 1}}, 3: {'e': {'O': 0.916}}}",4,4.0,37.984,7
1541343,Ba8.0Lu0.52U2.68Fe4.8O24,225,"{0: {'a': {'Fe': 0.33, 'U': 0.67}}, 1: {'b': {'Lu': 0.03, 'Fe': 0.87, 'Ba': 0.1}}, 2: {'c': {'Lu': 0.05, 'Ba': 0.95}}, 3: {'e': {'O': 1}}}",4,5.0,40.0,7
1532638,Er4Al0.6Fe3.4O12,62,"{0: {'b': {'Al': 0.15, 'Fe': 0.85}}, 1: {'c': {'Er': 1}}, 2: {'c': {'O': 1}}, 3: {'d': {'O': 1}}}",4,4.0,20.0,7
1525837,KRb2BiF6,225,"{0: {'a': {'Bi': 1}}, 1: {'b': {'K': 1}}, 2: {'c': {'Rb': 1}}, 3: {'e': {'F': 1}}}",4,4.0,40.0,7
1525607,Ca1.2La0.7Pr2.1Mn4O12,62,"{0: {'b': {'Mn': 1}}, 1: {'c': {'Ca': 0.3, 'Pr': 0.525, 'La': 0.175}}, 2: {'c': {'O': 1}}, 3: {'d': {'O': 1}}}",4,5.0,20.0,7
1532222,Sr4Mn1.6Nb2.4O12,62,"{0: {'b': {'Mn': 0.4, 'Nb': 0.6}}, 1: {'c': {'Sr': 1}}, 2: {'c': {'O': 1}}, 3: {'d': {'O': 1}}}",4,4.0,20.0,7
1511263,NdBRh3,221,"{0: {'a': {'Nd': 1}}, 1: {'b': {'B': 1}}, 2: {'c': {'Rh': 1}}}",3,3.0,5.0,7
1526790,La3.96Mn0.792V3.168O12,62,"{0: {'a': {'Mn': 0.198, 'V': 0.792}}, 1: {'c': {'La': 0.99}}, 2: {'c': {'O': 1}}, 3: {'d': {'O': 1}}}",4,4.0,19.92,7
1006046,LiLa2SbO6,14,"{0: {'b': {'Sb5+': 1}}, 1: {'c': {'Li+': 1}}, 2: {'e': {'La3+': 1}}, 3: {'e': {'O2-': 1}}, 4: {'e': {'O2-': 1}}, 5: {'e': {'O2-': 1}}}",6,4.0,20.0,7
8100894,Na3HoCl6,14,"{0: {'b': {'Na': 1}}, 1: {'c': {'Ho': 1}}, 2: {'e': {'Na': 1}}, 3: {'e': {'Cl': 1}}, 4: {'e': {'Cl': 1}}, 5: {'e': {'Cl': 1}}}",6,3.0,20.0,7
1533317,Ca2.4Ti4Pb1.6O12,62,"{0: {'a': {'Ti': 1}}, 1: {'c': {'Ca': 0.6, 'Pb': 0.4}}, 2: {'c': {'O': 1}}, 3: {'d': {'O': 1}}}",4,4.0,20.0,7
1511229,LuBPd3,221,"{0: {'a': {'Lu': 1}}, 1: {'b': {'B': 1}}, 2: {'c': {'Pd': 1}}}",3,3.0,5.0,7
7032562,Sr3.68Li0.32Ta3.68N3.56O7.64,140,"{0: {'a': {'O': 0.55, 'N': 0.25}}, 1: {'b': {'Sr': 0.92}}, 2: {'c': {'Ta': 0.92, 'Li': 0.08}}, 3: {'h': {'O': 0.68, 'N': 0.32}}}",4,5.0,18.88,7
1521046,Sr0.8Ca3.2V4O12,62,"{0: {'b': {'V': 1}}, 1: {'c': {'Ca': 0.8, 'Sr': 0.2}}, 2: {'c': {'O': 1}}, 3: {'d': {'O': 1}}}",4,4.0,20.0,7
1529501,KRb2W(OF)3,225,"{0: {'a': {'W': 1}}, 1: {'b': {'K': 1}}, 2: {'c': {'Rb': 1}}, 3: {'e': {'F': 0.5, 'O': 0.5}}}",4,5.0,40.0,7
1541339,Ba7.996Y2.668U2.668Fe2.664O24,225,"{0: {'a': {'Fe': 0.333, 'U': 0.667}}, 1: {'b': {'Y': 0.133, 'Fe': 0.333, 'Ba': 0.533}}, 2: {'c': {'Y': 0.267, 'Ba': 0.733}}, 3: {'e': {'O': 1}}}",4,5.0,39.996,7
4002478,Sr1.728La4.272Mn5.76Co0.24O18,167,"{0: {'a': {'La': 0.712, 'Sr': 0.288}}, 1: {'b': {'Mn': 0.96, 'Co': 0.04}}, 2: {'e': {'O': 1}}}",3,5.0,30.0,7
4001871,Tm1Mn0.049Ga3,221,"{0: {'a': {'Tm': 1}}, 1: {'b': {'Mn': 0.049}}, 2: {'c': {'Ga': 1}}}",3,3.0,4.049,7
7222311,Sr1Ta0.5Ga0.05Fe0.45O3,221,"{0: {'a': {'Sr': 1}}, 1: {'b': {'Ta': 0.5, 'Fe': 0.45, 'Ga': 0.05}}, 2: {'c': {'O': 1}}}",3,5.0,5.0,7
1532646,La2GaCoO6,167,"{0: {'a': {'La': 1}}, 1: {'b': {'Co': 0.5, 'Ga': 0.5}}, 2: {'e': {'O': 1}}}",3,4.0,30.0,7
1532329,La5.532Mn6.078O18,167,"{0: {'a': {'Mn': 0.013, 'La': 0.922}}, 1: {'b': {'Mn': 1}}, 2: {'e': {'O': 1}}}",3,3.0,29.61,7
1541375,Ba8U2.668In4Fe1.332O24,225,"{0: {'a': {'Fe': 0.333, 'In': 0.067, 'U': 0.6}}, 1: {'b': {'In': 0.933, 'U': 0.067}}, 2: {'c': {'Ba': 1}}, 3: {'e': {'O': 1}}}",4,5.0,40.0,7
1531087,Ba1.2La2.8Mg1.4Ti2.6O12,62,"{0: {'b': {'Mg': 0.35, 'Ti': 0.65}}, 1: {'c': {'La': 0.7, 'Ba': 0.3}}, 2: {'c': {'O': 1}}, 3: {'d': {'O': 1}}}",4,5.0,20.0,7
1533869,Tb4Ga0.24Fe3.76O12,62,"{0: {'b': {'Fe': 0.94, 'Ga': 0.06}}, 1: {'c': {'Tb': 1}}, 2: {'c': {'O': 1}}, 3: {'d': {'O': 1}}}",4,4.0,20.0,7
4001723,Ti1Ag0.5Bi0.5O3,221,"{0: {'a': {'Ti': 1}}, 1: {'b': {'Bi': 0.5, 'Ag': 0.5}}, 2: {'d': {'O': 1}}}",3,4.0,5.0,7
8000221,Sr0.2La0.8Mg0.15Ga0.8Co0.05O2.7999,221,"{0: {'a': {'La': 0.8, 'Sr': 0.2}}, 1: {'b': {'Co': 0.05, 'Mg': 0.15, 'Ga': 0.8}}, 2: {'c': {'O': 0.933}}}",3,6.0,4.799,7
1536897,Ti4Cd(CuO4)3,204,"{0: {'a': {'Cd': 1}}, 1: {'b': {'Cu': 1}}, 2: {'c': {'Ti': 1}}, 3: {'g': {'O': 1}}}",4,4.0,40.0,7
1528815,Sr3.6La0.4Ta2Fe2O12,14,"{0: {'b': {'Ta': 1}}, 1: {'c': {'Fe': 1}}, 2: {'e': {'La': 0.1, 'Sr': 0.9}}, 3: {'e': {'O': 1}}, 4: {'e': {'O': 1}}, 5: {'e': {'O': 1}}}",6,5.0,20.0,7
1534047,HoScO3,62,"{0: {'b': {'Sc': 1}}, 1: {'c': {'Ho': 1}}, 2: {'c': {'O': 1}}, 3: {'d': {'O': 1}}}",4,3.0,20.0,7
4123966,LaPdO3,62,"{0: {'b': {'Pd': 1}}, 1: {'c': {'La': 1}}, 2: {'c': {'O': 1}}, 3: {'d': {'O': 1}}}",4,3.0,20.0,7
1533315,Ca2.8Ti4Pb1.2O12,62,"{0: {'a': {'Ti': 1}}, 1: {'c': {'Ca': 0.7, 'Pb': 0.3}}, 2: {'c': {'O': 1}}, 3: {'d': {'O': 1}}}",4,4.0,20.0,7
1521847,Sr8Fe3.88Mo3.76O23.232,225,"{0: {'a': {'Fe': 0.97}}, 1: {'b': {'Mo': 0.94}}, 2: {'c': {'Sr': 1}}, 3: {'e': {'O': 0.968}}}",4,4.0,38.872,7
1525701,NaMgH3,62,"{0: {'b': {'Mg': 1}}, 1: {'c': {'Na': 1}}, 2: {'c': {'H': 1}}, 3: {'d': {'H': 1}}}",4,3.0,20.0,7
1520908,Sr0.8Pr3.2Co4O12,62,"{0: {'a': {'Co': 1}}, 1: {'c': {'Pr': 0.8, 'Sr': 0.2}}, 2: {'c': {'O': 1}}, 3: {'d': {'O': 1}}}",4,4.0,20.0,7
4312175,Sr1Nb1N0.99999O2.00001,221,"{0: {'a': {'Sr': 1}}, 1: {'b': {'Nb': 1}}, 2: {'c': {'O': 0.667, 'N': 0.333}}}",3,4.0,5.0,7
7221304,La4Ni3.2Mo0.8O12,62,"{0: {'b': {'Ni': 0.8, 'Mo': 0.2}}, 1: {'c': {'La': 1}}, 2: {'c': {'O': 1}}, 3: {'d': {'O': 1}}}",4,4.0,20.0,7
1529488,KRb2Mo(OF)3,225,"{0: {'a': {'Mo': 1}}, 1: {'b': {'K': 1}}, 2: {'c': {'Rb': 1}}, 3: {'e': {'F': 0.5, 'O': 0.5}}}",4,5.0,40.0,7
1526765,Ba6Ce4.5Y1.5O17.244,167,"{0: {'a': {'Ba': 1}}, 1: {'b': {'Y': 0.25, 'Ce': 0.75}}, 2: {'e': {'O': 0.958}}}",3,4.0,29.244,7
1521817,Sr3Ca0.98Ti4O12,62,"{0: {'a': {'Ti': 1}}, 1: {'c': {'Ca': 0.245, 'Sr': 0.75}}, 2: {'c': {'O': 1}}, 3: {'d': {'O': 1}}}",4,4.0,19.98,7
2013696,LaInO3,62,"{0: {'b': {'In': 1}}, 1: {'c': {'La': 1}}, 2: {'c': {'O': 1}}, 3: {'d': {'O': 1}}}",4,3.0,20.0,7
1533255,Sr2.4La3.6Fe6O17.856,167,"{0: {'a': {'La': 0.6, 'Sr': 0.4}}, 1: {'b': {'Fe': 1}}, 2: {'e': {'O': 0.992}}}",3,4.0,29.856,7
1533475,Ba2Sr2Yb0.2Ce1.9Zr1.9O11.904,62,"{0: {'b': {'Zr': 0.475, 'Ce': 0.475, 'Yb': 0.05}}, 1: {'c': {'Sr': 0.5, 'Ba': 0.5}}, 2: {'c': {'O': 0.992}}, 3: {'d': {'O': 0.992}}}",4,6.0,19.904,7
1525693,Ca2.6Tb1.4Mn4O12,62,"{0: {'b': {'Mn': 1}}, 1: {'c': {'Ca': 0.65, 'Tb': 0.35}}, 2: {'c': {'O': 1}}, 3: {'d': {'O': 1}}}",4,4.0,20.0,7
1525928,Na1.32Nd2.66Ti2.68Mn1.32O12,62,"{0: {'b': {'Mn': 0.33, 'Ti': 0.67}}, 1: {'c': {'Nd': 0.665, 'Na': 0.33}}, 2: {'c': {'O': 1}}, 3: {'d': {'O': 1}}}",4,5.0,19.98,7
4002556,Sr0.2La0.8Mg0.2Ga0.8O2.55,221,"{0: {'a': {'Mg': 0.2, 'Ga': 0.8}}, 1: {'b': {'La': 0.8, 'Sr': 0.2}}, 2: {'d': {'O': 0.85}}}",3,5.0,4.55,7
7221402,HoCoO3,62,"{0: {'b': {'Co': 1}}, 1: {'c': {'Ho': 1}}, 2: {'c': {'O': 1}}, 3: {'d': {'O': 1}}}",4,3.0,20.0,7
1521815,Sr0.96Ca0.04Ti1O3,221,"{0: {'a': {'Ca': 0.04, 'Sr': 0.96}}, 1: {'b': {'Ti': 1}}, 2: {'c': {'O': 1}}}",3,4.0,5.0,7
1532722,K0.234La5.544Mn5.778O18,167,"{0: {'a': {'K': 0.039, 'La': 0.924}}, 1: {'b': {'Mn': 0.963}}, 2: {'e': {'O': 1}}}",3,4.0,29.556,7
1534227,Ba2YbReO6,225,"{0: {'a': {'Re': 1}}, 1: {'b': {'Yb': 1}}, 2: {'c': {'Ba': 1}}, 3: {'e': {'O': 1}}}",4,4.0,40.0,7
1525887,Ca2.2Tb1.8Mn4O11.892,62,"{0: {'b': {'Mn': 1}}, 1: {'c': {'Ca': 0.55, 'Tb': 0.45}}, 2: {'c': {'O': 0.991}}, 3: {'d': {'O': 0.991}}}",4,4.0,19.892,7
1526001,Sr0.2Pr3.8Ni4O12,62,"{0: {'b': {'Ni': 1}}, 1: {'c': {'Pr': 0.95, 'Sr': 0.05}}, 2: {'c': {'O': 1}}, 3: {'d': {'O': 1}}}",4,4.0,20.0,7
1006117,La4Ti2.08Cu1.92O12,62,"{0: {'b': {'Ti4+': 0.52, 'Cu1.917+': 0.48}}, 1: {'c': {'La3+': 1}}, 2: {'c': {'O2-': 1}}, 3: {'d': {'O2-': 1}}}",4,4.0,20.0,7
1520877,K2.4Sr1.6Bi4O11.36,140,"{0: {'a': {'O': 0.84}}, 1: {'b': {'K': 0.6, 'Sr': 0.4}}, 2: {'c': {'Bi': 1}}, 3: {'h': {'O': 1}}}",4,4.0,19.36,7
7221401,DyCoO3,62,"{0: {'b': {'Co': 1}}, 1: {'c': {'Dy': 1}}, 2: {'c': {'O': 1}}, 3: {'d': {'O': 1}}}",4,3.0,20.0,7
2104124,La4Cr1.6Ni2.4O12,62,"{0: {'a': {'Ni': 0.6, 'Cr': 0.4}}, 1: {'c': {'La': 1}}, 2: {'c': {'O': 1}}, 3: {'d': {'O': 1}}}",4,4.0,20.0,7
1006169,SrSm3Mn4O12,14,"{0: {'a': {'Mn3.25+': 1}}, 1: {'b': {'Mn3.25+': 1}}, 2: {'e': {'Sm3+': 0.75, 'Sr2+': 0.25}}, 3: {'e': {'O2-': 1}}, 4: {'e': {'O2-': 1}}, 5: {'e': {'O2-': 1}}}",6,4.0,20.0,7
