cif,formula,sgnum,WyckOcc,sitios,elements,atoms,target
4336389,CaV4(CoO4)3,204,"{0: {'a': {'Ca': 1}}, 1: {'b': {'Co': 1}}, 2: {'c': {'V': 1}}, 3: {'g': {'O': 1}}}",4,4.0,40.0,7
4336390,CaVO3,62,"{0: {'b': {'V': 1}}, 1: {'c': {'Ca': 1}}, 2: {'c': {'O': 1}}, 3: {'d': {'O': 1}}}",4,3.0,20.0,7
4336909,LaFe4(CuO4)3,204,"{0: {'a': {'La': 1}}, 1: {'b': {'Cu': 1}}, 2: {'c': {'Fe': 1}}, 3: {'g': {'O': 1}}}",4,4.0,40.0,7
4336911,NdFe4(CuO4)3,204,"{0: {'a': {'Nd': 1}}, 1: {'b': {'Cu': 1}}, 2: {'c': {'Fe': 1}}, 3: {'g': {'O': 1}}}",4,4.0,40.0,7
4336912,SmFe4(CuO4)3,204,"{0: {'a': {'Sm': 1}}, 1: {'b': {'Cu': 1}}, 2: {'c': {'Fe': 1}}, 3: {'g': {'O': 1}}}",4,4.0,40.0,7
4336913,EuFe4(CuO4)3,204,"{0: {'a': {'Eu': 1}}, 1: {'b': {'Cu': 1}}, 2: {'c': {'Fe': 1}}, 3: {'g': {'O': 1}}}",4,4.0,40.0,7
4336914,GdFe4(CuO4)3,204,"{0: {'a': {'Gd': 1}}, 1: {'b': {'Cu': 1}}, 2: {'c': {'Fe': 1}}, 3: {'g': {'O': 1}}}",4,4.0,40.0,7
4336916,DyFe4(CuO4)3,201,"{0: {'a': {'Dy': 1}}, 1: {'b': {'Fe': 1}}, 2: {'c': {'Fe': 1}}, 3: {'d': {'Cu': 1}}, 4: {'h': {'O': 1}}}",5,4.0,40.0,7
4336917,HoFe4(CuO4)3,201,"{0: {'a': {'Ho': 1}}, 1: {'b': {'Fe': 1}}, 2: {'c': {'Fe': 1}}, 3: {'d': {'Cu': 1}}, 4: {'h': {'O': 1}}}",5,4.0,40.0,7
4336919,TmFe4(CuO4)3,201,"{0: {'a': {'Tm': 1}}, 1: {'b': {'Fe': 1}}, 2: {'c': {'Fe': 1}}, 3: {'d': {'Cu': 1}}, 4: {'h': {'O': 1}}}",5,4.0,40.0,7
4336920,YbFe4(CuO4)3,201,"{0: {'a': {'Yb': 1}}, 1: {'b': {'Fe': 1}}, 2: {'c': {'Fe': 1}}, 3: {'d': {'Cu': 1}}, 4: {'h': {'O': 1}}}",5,4.0,40.0,7
4336921,LuFe4(CuO4)3,201,"{0: {'a': {'Lu': 1}}, 1: {'b': {'Fe': 1}}, 2: {'c': {'Fe': 1}}, 3: {'d': {'Cu': 1}}, 4: {'h': {'O': 1}}}",5,4.0,40.0,7
4336929,DyFe4(CuO4)3,204,"{0: {'a': {'Dy': 1}}, 1: {'b': {'Cu': 1}}, 2: {'c': {'Fe': 1}}, 3: {'g': {'O': 1}}}",4,4.0,40.0,7
4336930,HoFe4(CuO4)3,204,"{0: {'a': {'Ho': 1}}, 1: {'b': {'Cu': 1}}, 2: {'c': {'Fe': 1}}, 3: {'g': {'O': 1}}}",4,4.0,40.0,7
4336931,ErFe4(CuO4)3,204,"{0: {'a': {'Er': 1}}, 1: {'b': {'Cu': 1}}, 2: {'c': {'Fe': 1}}, 3: {'g': {'O': 1}}}",4,4.0,40.0,7
4336932,TmFe4(CuO4)3,204,"{0: {'a': {'Tm': 1}}, 1: {'b': {'Cu': 1}}, 2: {'c': {'Fe': 1}}, 3: {'g': {'O': 1}}}",4,4.0,40.0,7
4336933,YbFe4(CuO4)3,204,"{0: {'a': {'Yb': 1}}, 1: {'b': {'Cu': 1}}, 2: {'c': {'Fe': 1}}, 3: {'g': {'O': 1}}}",4,4.0,40.0,7
4337057,V4Cu3AgO12,204,"{0: {'a': {'Ag': 1}}, 1: {'b': {'Cu': 1}}, 2: {'c': {'V': 1}}, 3: {'g': {'O': 1}}}",4,4.0,40.0,7
4340355,CaCu3(RhO3)4,204,"{0: {'a': {'Ca': 1}}, 1: {'b': {'Cu': 1}}, 2: {'c': {'Rh': 1}}, 3: {'g': {'O': 1}}}",4,4.0,40.0,7
4340609,MnBiO3,62,"{0: {'b': {'Mn': 1}}, 1: {'c': {'Bi': 1}}, 2: {'c': {'O': 1}}, 3: {'d': {'O': 1}}}",4,3.0,20.0,7
4343688,Ba8Eu4Nb4O22.008,225,"{0: {'a': {'Nb': 1}}, 1: {'b': {'Eu': 1}}, 2: {'c': {'Ba': 1}}, 3: {'e': {'O': 0.917}}}",4,4.0,38.008,7
4343724,D3EuPd,221,"{0: {'a': {'Pd': 1}}, 1: {'b': {'Eu': 1}}, 2: {'d': {'D0+': 1}}}",3,3.0,5.0,7
4343939,LiBeH3,62,"{0: {'b': {'Be': 1}}, 1: {'c': {'Li': 1}}, 2: {'c': {'H': 1}}, 3: {'d': {'H': 1}}}",4,3.0,20.0,7
4343940,NaBeH3,221,"{0: {'a': {'Be': 1}}, 1: {'b': {'Na': 1}}, 2: {'d': {'H': 1}}}",3,3.0,5.0,7
4344194,Ba2NdMoO6,225,"{0: {'a': {'Nd': 1}}, 1: {'b': {'Mo': 1}}, 2: {'c': {'Ba': 1}}, 3: {'e': {'O': 1}}}",4,4.0,40.0,7
4344485,K2NaScF6,225,"{0: {'a': {'Sc': 1}}, 1: {'b': {'Na': 1}}, 2: {'c': {'K': 1}}, 3: {'e': {'F': 1}}}",4,4.0,40.0,7
4344487,Cs2NaYCl6,225,"{0: {'a': {'Y': 1}}, 1: {'b': {'Na': 1}}, 2: {'c': {'Cs': 1}}, 3: {'e': {'Cl': 1}}}",4,4.0,40.0,7
4344488,Cs2NaYBr6,225,"{0: {'a': {'Y': 1}}, 1: {'b': {'Na': 1}}, 2: {'c': {'Cs': 1}}, 3: {'e': {'Br': 1}}}",4,4.0,40.0,7
4344528,RbVF3,221,"{0: {'a': {'Rb': 1}}, 1: {'b': {'V': 1}}, 2: {'c': {'F': 1}}}",3,3.0,5.0,7
4344869,Ca2Fe8.42Cu5.58O24,204,"{0: {'a': {'Ca': 1}}, 1: {'b': {'Cu': 0.93, 'Fe': 0.07}}, 2: {'c': {'Fe': 1}}, 3: {'g': {'O': 1}}}",4,4.0,40.0,7
4344870,Ca2Fe8.42Cu5.58O24,201,"{0: {'a': {'Ca': 1}}, 1: {'b': {'Fe': 1}}, 2: {'c': {'Fe': 1}}, 3: {'d': {'Cu': 0.93, 'Fe': 0.07}}, 4: {'h': {'O': 1}}}",5,4.0,40.0,7
4511446,LaRhO3,62,"{0: {'b': {'Rh': 1}}, 1: {'c': {'La': 1}}, 2: {'c': {'O': 1}}, 3: {'d': {'O': 1}}}",4,3.0,20.0,7
4511448,NdRhO3,62,"{0: {'b': {'Rh': 1}}, 1: {'c': {'Nd': 1}}, 2: {'c': {'O': 1}}, 3: {'d': {'O': 1}}}",4,3.0,20.0,7
4511449,SmRhO3,62,"{0: {'b': {'Rh': 1}}, 1: {'c': {'Sm': 1}}, 2: {'c': {'O': 1}}, 3: {'d': {'O': 1}}}",4,3.0,20.0,7
4511450,EuRhO3,62,"{0: {'b': {'Rh': 1}}, 1: {'c': {'Eu': 1}}, 2: {'c': {'O': 1}}, 3: {'d': {'O': 1}}}",4,3.0,20.0,7
4511451,TbRhO3,62,"{0: {'b': {'Rh': 1}}, 1: {'c': {'Tb': 1}}, 2: {'c': {'O': 1}}, 3: {'d': {'O': 1}}}",4,3.0,20.0,7
4512482,Sr4Li0.772Ta3.228N0.8O11.2,140,"{0: {'a': {'O': 0.842, 'N': 0.158}}, 1: {'b': {'Sr': 1}}, 2: {'c': {'Ta': 0.807, 'Li': 0.193}}, 3: {'h': {'O': 0.979, 'N': 0.021}}}",4,5.0,20.0,7
4512483,Na0.76452Sr4Ta3.23548N0.8O11.2,140,"{0: {'a': {'O': 0.8, 'N': 0.2}}, 1: {'b': {'Sr': 1}}, 2: {'c': {'Na': 0.191, 'Ta': 0.809}}, 3: {'h': {'O': 1}}}",4,5.0,20.0,7
4512484,Ba1Na0.183Ta0.817N0.297O2.703,221,"{0: {'a': {'Ba': 1}}, 1: {'b': {'Na': 0.183, 'Ta': 0.817}}, 2: {'c': {'O': 0.901, 'N': 0.099}}}",3,5.0,5.0,7
4512485,Ba1Li0.201Ta0.799N0.192O2.808,221,"{0: {'a': {'Ba': 1}}, 1: {'b': {'Ta': 0.799, 'Li': 0.201}}, 2: {'c': {'O': 0.936, 'N': 0.064}}}",3,5.0,5.0,7
5910032,KNiF3,221,"{0: {'a': {'K': 1}}, 1: {'b': {'Ni': 1}}, 2: {'c': {'F': 1}}}",3,3.0,5.0,7
5910051,RbIO3,221,"{0: {'a': {'Rb': 1}}, 1: {'b': {'I': 1}}, 2: {'c': {'O': 1}}}",3,3.0,5.0,7
5910077,KZnF3,221,"{0: {'a': {'K': 1}}, 1: {'b': {'Zn': 1}}, 2: {'c': {'F': 1}}}",3,3.0,5.0,7
6000427,K2LiAlF6,225,"{0: {'a': {'Al': 1}}, 1: {'b': {'Li': 1}}, 2: {'c': {'K': 1}}, 3: {'e': {'F': 1}}}",4,4.0,40.0,7
7029461,Y2MnFeO6,62,"{0: {'a': {'Mn': 0.5, 'Fe': 0.5}}, 1: {'c': {'Y': 1}}, 2: {'c': {'O': 1}}, 3: {'d': {'O': 1}}}",4,4.0,20.0,7
7032563,Sr2.92Li1.08Ta2.92N2.324O7.276,140,"{0: {'a': {'O': 0.169, 'N': 0.331}}, 1: {'b': {'Sr': 0.73}}, 2: {'c': {'Ta': 0.73, 'Li': 0.27}}, 3: {'h': {'O': 0.825, 'N': 0.125}}}",4,5.0,16.52,7
7032565,Sr3.32Li0.68Ta3.32N2.96O7.52,140,"{0: {'a': {'O': 0.44, 'N': 0.18}}, 1: {'b': {'Sr': 0.83}}, 2: {'c': {'Ta': 0.83, 'Li': 0.17}}, 3: {'h': {'O': 0.72, 'N': 0.28}}}",4,5.0,17.8,7
7033685,Mn2CrSbO6,14,"{0: {'b': {'Cr': 1}}, 1: {'c': {'Sb': 1}}, 2: {'e': {'Mn': 1}}, 3: {'e': {'O': 1}}, 4: {'e': {'O': 1}}, 5: {'e': {'O': 1}}}",6,4.0,20.0,7
7034622,BaLaCuSbO6,12,"{0: {'a': {'Cu': 0.044, 'Sb': 0.956}}, 1: {'d': {'Cu': 0.956, 'Sb': 0.044}}, 2: {'i': {'La': 0.5, 'Ba': 0.5}}, 3: {'i': {'O': 1}}, 4: {'j': {'O': 1}}}",5,5.0,20.0,7
7036919,Ca2LaNbO6,14,"{0: {'a': {'Nb': 1}}, 1: {'d': {'Ca': 1}}, 2: {'e': {'Ca': 0.5, 'La': 0.5}}, 3: {'e': {'O': 1}}, 4: {'e': {'O': 1}}, 5: {'e': {'O': 1}}}",6,4.0,20.0,7
7036920,Ba0.6Ca3.4La2Nb2O12,14,"{0: {'a': {'Nb': 1}}, 1: {'d': {'Ca': 1}}, 2: {'e': {'Ca': 0.35, 'La': 0.5, 'Ba': 0.15}}, 3: {'e': {'O': 1}}, 4: {'e': {'O': 1}}, 5: {'e': {'O': 1}}}",6,5.0,20.0,7
7036921,Ba2.4Ca1.6La2Nb2O12,12,"{0: {'a': {'La': 1}}, 1: {'d': {'Nb': 1}}, 2: {'i': {'Ca': 0.4, 'Ba': 0.6}}, 3: {'i': {'O': 1}}, 4: {'j': {'O': 1}}}",5,5.0,20.0,7
7054634,YbDyMn2O6,62,"{0: {'a': {'Mn': 1}}, 1: {'c': {'Dy': 0.5, 'Yb': 0.5}}, 2: {'c': {'O': 1}}, 3: {'d': {'O': 1}}}",4,4.0,20.0,7
7117503,Ba2YTaO6,225,"{0: {'a': {'Y': 1}}, 1: {'b': {'Ta': 1}}, 2: {'c': {'Ba': 1}}, 3: {'e': {'O': 1}}}",4,4.0,40.0,7
7200990,KAgF3,62,"{0: {'b': {'Ag': 1}}, 1: {'c': {'K': 1}}, 2: {'c': {'F': 1}}, 3: {'d': {'F': 1}}}",4,3.0,20.0,7
7202179,Ba1Y0.1Zr0.9O2.6796,221,"{0: {'a': {'Zr': 0.9, 'Y': 0.1}}, 1: {'b': {'Ba': 1}}, 2: {'d': {'O': 0.893}}}",3,4.0,4.679,7
7203836,CaDyMnSnO6,62,"{0: {'b': {'Mn': 0.5, 'Sn': 0.5}}, 1: {'c': {'Dy': 0.5, 'Ca': 0.5}}, 2: {'c': {'O': 1}}, 3: {'d': {'O': 1}}}",4,5.0,20.0,7
7203837,CaLaMnSnO6,62,"{0: {'b': {'Mn': 0.5, 'Sn': 0.5}}, 1: {'c': {'Ca': 0.5, 'La': 0.5}}, 2: {'c': {'O': 1}}, 3: {'d': {'O': 1}}}",4,5.0,20.0,7
7203838,CaSmMnSnO6,62,"{0: {'b': {'Mn': 0.5, 'Sn': 0.5}}, 1: {'c': {'Sm': 0.5, 'Ca': 0.5}}, 2: {'c': {'O': 1}}, 3: {'d': {'O': 1}}}",4,5.0,20.0,7
7209388,KAuI3,14,"{0: {'a': {'Au': 1}}, 1: {'d': {'Au': 1}}, 2: {'e': {'K': 1}}, 3: {'e': {'I': 1}}, 4: {'e': {'I': 1}}, 5: {'e': {'I': 1}}}",6,3.0,20.0,7
7209473,YbBO3,167,"{0: {'a': {'B': 1}}, 1: {'b': {'Yb': 1}}, 2: {'e': {'O': 1}}}",3,3.0,30.0,7
7210231,Sr1V1O2.934,221,"{0: {'a': {'Sr2+': 1}}, 1: {'b': {'V3.868+': 1}}, 2: {'c': {'O2-': 0.978}}}",3,3.0,4.934,7
7214218,Ca5.4Mg0.6C6O18,167,"{0: {'a': {'C4+': 1}}, 1: {'b': {'Mg2+': 0.1, 'Ca2+': 0.9}}, 2: {'e': {'O2-': 1}}}",3,4.0,30.0,7
7221018,Ba1In0.5Fe0.5O2.499F0.318,221,"{0: {'a': {'Fe': 0.5, 'In': 0.5}}, 1: {'b': {'Ba': 1}}, 2: {'d': {'F': 0.106, 'O': 0.833}}}",3,5.0,4.817,7
7221024,K0.36Na0.54La5.1Mn6O18,167,"{0: {'a': {'K': 0.06, 'Na': 0.09, 'La': 0.85}}, 1: {'b': {'Mn': 1}}, 2: {'e': {'O': 1}}}",3,5.0,30.0,7
7221025,K0.9La5.1Mn6O18,167,"{0: {'a': {'K': 0.15, 'La': 0.85}}, 1: {'b': {'Mn': 1}}, 2: {'e': {'O': 1}}}",3,4.0,30.0,7
7221038,Sr2HoRuO6,14,"{0: {'b': {'Ho': 1}}, 1: {'c': {'Ru': 1}}, 2: {'e': {'Sr': 1}}, 3: {'e': {'O': 1}}, 4: {'e': {'O': 1}}, 5: {'e': {'O': 1}}}",6,4.0,20.0,7
7221065,Nd4Mn3.84O11.544,62,"{0: {'a': {'Mn': 0.96}}, 1: {'c': {'Nd': 1}}, 2: {'c': {'O': 0.95}}, 3: {'d': {'O': 0.968}}}",4,3.0,19.384,7
7221066,Nd3.936Mn4O11.66,62,"{0: {'b': {'Mn': 1}}, 1: {'c': {'Nd': 0.984}}, 2: {'c': {'O': 0.973}}, 3: {'d': {'O': 0.971}}}",4,3.0,19.596,7
7221275,Ba1.6La2.4Mn2In2O12,74,"{0: {'a': {'Mn': 0.5, 'In': 0.5}}, 1: {'e': {'La': 0.6, 'Ba': 0.4}}, 2: {'e': {'O': 1}}, 3: {'g': {'O': 1}}}",4,5.0,20.0,7
7221276,Sr1.6La2.4Mn2In2O12,62,"{0: {'b': {'Mn': 0.5, 'In': 0.5}}, 1: {'c': {'La': 0.6, 'Sr': 0.4}}, 2: {'c': {'O': 1}}, 3: {'d': {'O': 1}}}",4,5.0,20.0,7
7221301,La6Ni5.7Mo0.3O18,167,"{0: {'a': {'La': 1}}, 1: {'b': {'Ni': 0.95, 'Mo': 0.05}}, 2: {'e': {'O': 1}}}",3,4.0,30.0,7
7221302,La4Ni3.6Mo0.4O12,62,"{0: {'b': {'Ni': 0.9, 'Mo': 0.1}}, 1: {'c': {'La': 1}}, 2: {'c': {'O': 1}}, 3: {'d': {'O': 1}}}",4,4.0,20.0,7
7221303,La4Ni3.4Mo0.6O12,62,"{0: {'b': {'Ni': 0.85, 'Mo': 0.15}}, 1: {'c': {'La': 1}}, 2: {'c': {'O': 1}}, 3: {'d': {'O': 1}}}",4,4.0,20.0,7
7221306,Na0.6Pr3.4Mn4O12,62,"{0: {'b': {'Mn': 1}}, 1: {'c': {'Na': 0.15, 'Pr': 0.85}}, 2: {'c': {'O': 1}}, 3: {'d': {'O': 1}}}",4,4.0,20.0,7
7221307,Na0.4Pr3.6Mn4O12,62,"{0: {'b': {'Mn': 1}}, 1: {'c': {'Na': 0.1, 'Pr': 0.9}}, 2: {'c': {'O': 1}}, 3: {'d': {'O': 1}}}",4,4.0,20.0,7
7221308,Na0.32Pr3.68Mn4O12,62,"{0: {'a': {'Mn': 1}}, 1: {'c': {'Na': 0.08, 'Pr': 0.92}}, 2: {'c': {'O': 1}}, 3: {'d': {'O': 1}}}",4,4.0,20.0,7
7221309,Na0.12Pr3.88Mn3.76O12,62,"{0: {'b': {'Mn': 0.94}}, 1: {'c': {'Na': 0.03, 'Pr': 0.97}}, 2: {'c': {'O': 1}}, 3: {'d': {'O': 1}}}",4,4.0,19.76,7
7221310,K0.32Pr3.68Mn4O12,62,"{0: {'b': {'Mn': 1}}, 1: {'c': {'K': 0.08, 'Pr': 0.92}}, 2: {'c': {'O': 1}}, 3: {'d': {'O': 1}}}",4,4.0,20.0,7
7221311,K0.24Pr3.76Mn4O12,62,"{0: {'b': {'Mn': 1}}, 1: {'c': {'K': 0.06, 'Pr': 0.94}}, 2: {'c': {'O': 1}}, 3: {'d': {'O': 1}}}",4,4.0,20.0,7
7221312,K0.08Pr3.92Mn3.76O12,62,"{0: {'b': {'Mn': 0.94}}, 1: {'c': {'K': 0.02, 'Pr': 0.98}}, 2: {'c': {'O': 1}}, 3: {'d': {'O': 1}}}",4,4.0,19.76,7
7221313,Na0.44Nd3.56Mn4O12,62,"{0: {'b': {'Mn': 1}}, 1: {'c': {'Nd': 0.89, 'Na': 0.11}}, 2: {'c': {'O': 1}}, 3: {'d': {'O': 1}}}",4,4.0,20.0,7
7221315,K0.2Nd3.8Mn4O12,62,"{0: {'b': {'Mn': 1}}, 1: {'c': {'Nd': 0.95, 'K': 0.05}}, 2: {'c': {'O': 1}}, 3: {'d': {'O': 1}}}",4,4.0,20.0,7
7221316,K0.08Nd3.92Mn3.64O12,62,"{0: {'b': {'Mn': 0.91}}, 1: {'c': {'Nd': 0.98, 'K': 0.02}}, 2: {'c': {'O': 1}}, 3: {'d': {'O': 1}}}",4,4.0,19.64,7
7221399,PrCoO3,62,"{0: {'b': {'Co': 1}}, 1: {'c': {'Pr': 1}}, 2: {'c': {'O': 1}}, 3: {'d': {'O': 1}}}",4,3.0,20.0,7
7221400,TbCoO3,62,"{0: {'a': {'Co': 1}}, 1: {'c': {'Tb': 1}}, 2: {'c': {'O': 1}}, 3: {'d': {'O': 1}}}",4,3.0,20.0,7
7221403,ErCoO3,62,"{0: {'b': {'Co': 1}}, 1: {'c': {'Er': 1}}, 2: {'c': {'O': 1}}, 3: {'d': {'O': 1}}}",4,3.0,20.0,7
7221404,TmCoO3,62,"{0: {'b': {'Co': 1}}, 1: {'c': {'Tm': 1}}, 2: {'c': {'O': 1}}, 3: {'d': {'O': 1}}}",4,3.0,20.0,7
7221405,YbCoO3,62,"{0: {'b': {'Co': 1}}, 1: {'c': {'Yb': 1}}, 2: {'c': {'O': 1}}, 3: {'d': {'O': 1}}}",4,3.0,20.0,7
7221406,LuCoO3,62,"{0: {'b': {'Co': 1}}, 1: {'c': {'Lu': 1}}, 2: {'c': {'O': 1}}, 3: {'d': {'O': 1}}}",4,3.0,20.0,7
7221498,SrCoBiRuO6,62,"{0: {'b': {'Co': 0.5, 'Ru': 0.5}}, 1: {'c': {'Bi': 0.5, 'Sr': 0.5}}, 2: {'c': {'O': 1}}, 3: {'d': {'O': 1}}}",4,5.0,20.0,7
7221504,Th2Mn8.288Cu5.712O24,204,"{0: {'a': {'Th': 1}}, 1: {'b': {'Mn': 0.048, 'Cu': 0.952}}, 2: {'c': {'Mn': 1}}, 3: {'g': {'O': 1}}}",4,4.0,40.0,7
7222208,La2TiNiO6,14,"{0: {'b': {'Ni': 0.14, 'Ti': 0.86}}, 1: {'c': {'Ni': 0.86, 'Ti': 0.14}}, 2: {'e': {'La': 1}}, 3: {'e': {'O': 1}}, 4: {'e': {'O': 1}}, 5: {'e': {'O': 1}}}",6,4.0,20.0,7
7222217,Ba2YReO6,14,"{0: {'b': {'Y': 1}}, 1: {'c': {'Re': 1}}, 2: {'e': {'Ba': 1}}, 3: {'e': {'O': 1}}, 4: {'e': {'O': 1}}, 5: {'e': {'O': 1}}}",6,4.0,20.0,7
7222218,Sr2MnNbO6,225,"{0: {'a': {'Mn': 0.66, 'Nb': 0.34}}, 1: {'b': {'Mn': 0.34, 'Nb': 0.66}}, 2: {'c': {'Sr': 1}}, 3: {'e': {'O': 1}}}",4,4.0,40.0,7
7222219,Sr1Mn0.5Nb0.5O2.8749,221,"{0: {'a': {'Sr': 1}}, 1: {'b': {'Mn': 0.5, 'Nb': 0.5}}, 2: {'c': {'O': 0.958}}}",3,4.0,4.874,7
7222312,Sr2TaGaO6,225,"{0: {'a': {'Ta': 0.12, 'Ga': 0.88}}, 1: {'b': {'Ta': 0.88, 'Ga': 0.12}}, 2: {'c': {'Sr': 1}}, 3: {'e': {'O': 1}}}",4,4.0,40.0,7
7222332,Ca2CoWO6,14,"{0: {'b': {'Co': 1}}, 1: {'c': {'W': 1}}, 2: {'e': {'Ca': 1}}, 3: {'e': {'O': 1}}, 4: {'e': {'O': 1}}, 5: {'e': {'O': 1}}}",6,4.0,20.0,7
7222333,Ca2NiWO6,14,"{0: {'b': {'Ni': 1}}, 1: {'c': {'W': 1}}, 2: {'e': {'Ca': 1}}, 3: {'e': {'O': 1}}, 4: {'e': {'O': 1}}, 5: {'e': {'O': 1}}}",6,4.0,20.0,7
7222342,YbVO3,62,"{0: {'b': {'V': 1}}, 1: {'c': {'Yb': 1}}, 2: {'c': {'O': 1}}, 3: {'d': {'O': 1}}}",4,3.0,20.0,7
7222420,Sr1.2La4.8Mn4.8Fe1.2O18,167,"{0: {'a': {'La': 0.8, 'Sr': 0.2}}, 1: {'b': {'Mn': 0.8, 'Fe': 0.2}}, 2: {'e': {'O': 1}}}",3,5.0,30.0,7
7222421,Sr1.8La4.2Mn4.2Fe1.8O18,167,"{0: {'a': {'La': 0.7, 'Sr': 0.3}}, 1: {'b': {'Mn': 0.7, 'Fe': 0.3}}, 2: {'e': {'O': 1}}}",3,5.0,30.0,7
7222422,Sr2.4La3.6Mn3.6Fe2.4O18,167,"{0: {'a': {'La': 0.6, 'Sr': 0.4}}, 1: {'b': {'Mn': 0.6, 'Fe': 0.4}}, 2: {'e': {'O': 1}}}",3,5.0,30.0,7
7222423,SrLaMnFeO6,167,"{0: {'a': {'La': 0.5, 'Sr': 0.5}}, 1: {'b': {'Mn': 0.5, 'Fe': 0.5}}, 2: {'e': {'O': 1}}}",3,5.0,30.0,7
7222433,Sr4Y2Cu0.3Ru1.7O12,14,"{0: {'b': {'Cu': 0.15, 'Ru': 0.85}}, 1: {'c': {'Y': 1}}, 2: {'e': {'Sr': 1}}, 3: {'e': {'O': 1}}, 4: {'e': {'O': 1}}, 5: {'e': {'O': 1}}}",6,5.0,20.0,7
7222434,Ba8Y4Cu0.4Ru3.6O24,225,"{0: {'a': {'Y': 1}}, 1: {'b': {'Cu': 0.1, 'Ru': 0.9}}, 2: {'c': {'Ba': 1}}, 3: {'e': {'O': 1}}}",4,5.0,40.0,7
7222960,Sr1.2La4.8Cu6O15.84,167,"{0: {'a': {'La': 0.8, 'Sr': 0.2}}, 1: {'b': {'Cu': 1}}, 2: {'e': {'O': 0.88}}}",3,4.0,27.84,7
7223666,Li3BrO,221,"{0: {'a': {'O': 1}}, 1: {'b': {'Br': 1}}, 2: {'d': {'Li': 1}}}",3,3.0,5.0,7
8101388,Ba4Bi0.4Pb3.6O12,140,"{0: {'a': {'O': 1}}, 1: {'b': {'Ba': 1}}, 2: {'c': {'Bi': 0.1, 'Pb': 0.9}}, 3: {'h': {'O': 1}}}",4,4.0,20.0,7
8103032,PrScO3,62,"{0: {'b': {'Sc': 1}}, 1: {'c': {'Pr': 1}}, 2: {'c': {'O': 1}}, 3: {'d': {'O': 1}}}",4,3.0,20.0,7
8103469,TiBO3,167,"{0: {'a': {'B': 1}}, 1: {'b': {'Ti': 1}}, 2: {'e': {'O': 1}}}",3,3.0,30.0,7
8103885,K3IO,221,"{0: {'a': {'O': 1}}, 1: {'b': {'I': 1}}, 2: {'d': {'K': 1}}}",3,3.0,5.0,7
8104131,NiNF3,221,"{0: {'a': {'N': 1}}, 1: {'b': {'Ni': 1}}, 2: {'c': {'F': 1}}}",3,3.0,5.0,7
8104194,Ca3GeO,221,"{0: {'a': {'Ge': 1}}, 1: {'b': {'O': 1}}, 2: {'c': {'Ca': 1}}}",3,3.0,5.0,7
8104407,Ba1Bi0.05Sb0.25Pb0.7O3,221,"{0: {'a': {'Bi': 0.05, 'Pb': 0.7, 'Sb': 0.25}}, 1: {'b': {'Ba': 1}}, 2: {'d': {'O': 1}}}",3,5.0,5.0,7
9000099,ZnCO3,167,"{0: {'a': {'C': 1}}, 1: {'b': {'Zn': 1}}, 2: {'e': {'O': 1}}}",3,3.0,30.0,7
9000100,CdCO3,167,"{0: {'a': {'C': 1}}, 1: {'b': {'Cd': 1}}, 2: {'e': {'O': 1}}}",3,3.0,30.0,7
9000101,CoCO3,167,"{0: {'a': {'C': 1}}, 1: {'b': {'Co': 1}}, 2: {'e': {'O': 1}}}",3,3.0,30.0,7
9000102,NiCO3,167,"{0: {'a': {'C': 1}}, 1: {'b': {'Ni': 1}}, 2: {'e': {'O': 1}}}",3,3.0,30.0,7
9000103,CaMn(CO3)2,167,"{0: {'a': {'C': 1}}, 1: {'b': {'Ca': 0.5, 'Mn': 0.5}}, 2: {'e': {'O': 1}}}",3,4.0,30.0,7
9000104,CuCO3,167,"{0: {'a': {'C': 1}}, 1: {'b': {'Cu': 1}}, 2: {'e': {'O': 1}}}",3,3.0,30.0,7
9000106,MgCd(CO3)2,148,"{0: {'a': {'Cd': 1}}, 1: {'b': {'Mg': 1}}, 2: {'c': {'C': 1}}, 3: {'f': {'O': 1}}}",4,4.0,30.0,7
9000885,Ca3.003Mg2.997C6O18,148,"{0: {'a': {'Ca': 0.999, 'Mg': 0.001}}, 1: {'b': {'Ca': 0.002, 'Mg': 0.998}}, 2: {'c': {'C': 1}}, 3: {'f': {'O': 1}}}",4,4.0,30.0,7
9000886,Ca3.006Mg2.994C6O18,148,"{0: {'a': {'Ca': 0.926, 'Mg': 0.074}}, 1: {'b': {'Ca': 0.076, 'Mg': 0.924}}, 2: {'c': {'C': 1}}, 3: {'f': {'O': 1}}}",4,4.0,30.0,7
9000904,CaGeO3,62,"{0: {'b': {'Ge': 1}}, 1: {'c': {'Ca': 1}}, 2: {'c': {'O': 1}}, 3: {'d': {'O': 1}}}",4,3.0,20.0,7
9001048,Ca3.33Mn2.67C6O18,148,"{0: {'a': {'Ca': 0.84, 'Mn': 0.16}}, 1: {'b': {'Ca': 0.27, 'Mn': 0.73}}, 2: {'c': {'C': 1}}, 3: {'f': {'O': 1}}}",4,4.0,30.0,7
9001245,Ca2.991Mg2.307Fe0.702C6O18,148,"{0: {'a': {'Ca': 0.944, 'Fe': 0.056}}, 1: {'b': {'Ca': 0.053, 'Mg': 0.769, 'Fe': 0.178}}, 2: {'c': {'C': 1}}, 3: {'f': {'O': 1}}}",4,5.0,30.0,7
