cif,formula,sgnum,WyckOcc,sitios,elements,atoms,target
1541417,RbB,225,"{0: {'a': {'Rb': 1}}, 1: {'b': {'B': 1}}}",2,2.0,8.0,2
1541419,CsB,225,"{0: {'a': {'Cs': 1}}, 1: {'b': {'B': 1}}}",2,2.0,8.0,2
1541436,PoBr4,225,"{0: {'a': {'Po': 0.25}}, 1: {'b': {'Br': 1}}}",2,2.0,5.0,2
1541444,Li0.26Co3.74O4,225,"{0: {'a': {'Co': 0.935, 'Li': 0.065}}, 1: {'b': {'O': 1}}}",2,3.0,8.0,2
1541446,Li0.46Co3.54O4,225,"{0: {'a': {'Co': 0.885, 'Li': 0.115}}, 1: {'b': {'O': 1}}}",2,3.0,8.0,2
1541448,Li0.5Co3.5O4,225,"{0: {'a': {'Co': 0.875, 'Li': 0.125}}, 1: {'b': {'O': 1}}}",2,3.0,8.0,2
1541449,Li0.56Co3.44O4,225,"{0: {'a': {'Co': 0.86, 'Li': 0.14}}, 1: {'b': {'O': 1}}}",2,3.0,8.0,2
1541451,Li0.84Co3.16O4,225,"{0: {'a': {'Co': 0.79, 'Li': 0.21}}, 1: {'b': {'O': 1}}}",2,3.0,8.0,2
1541508,K3.68Tl0.32Cl4,225,"{0: {'a': {'K': 0.92, 'Tl': 0.08}}, 1: {'b': {'Cl': 1}}}",2,3.0,8.0,2
1541564,LiBiS2,225,"{0: {'a': {'Bi': 0.5, 'Li': 0.5}}, 1: {'b': {'S': 1}}}",2,3.0,8.0,2
1541568,KBiS2,225,"{0: {'a': {'Bi': 0.5, 'K': 0.5}}, 1: {'b': {'S': 1}}}",2,3.0,8.0,2
1541618,KN,225,"{0: {'a': {'K': 1}}, 1: {'b': {'N': 1}}}",2,2.0,8.0,2
1541630,LiTiO2,225,"{0: {'a': {'O': 1}}, 1: {'b': {'Ti': 0.5, 'Li': 0.5}}}",2,3.0,8.0,2
1541643,KSi,225,"{0: {'a': {'K': 1}}, 1: {'b': {'Si': 1}}}",2,2.0,8.0,2
2102847,Ge1.588Bi1.588Te4,225,"{0: {'a': {'Te': 1}}, 1: {'b': {'Bi': 0.397, 'Ge': 0.397}}}",2,3.0,7.176,2
2106136,ThC,225,"{0: {'a': {'Th': 1}}, 1: {'b': {'C': 1}}}",2,2.0,8.0,2
2300199,Mg3.2Fe0.8O4,225,"{0: {'a': {'Mg': 0.8, 'Fe': 0.2}}, 1: {'b': {'O': 1}}}",2,3.0,8.0,2
2310238,ScP,225,"{0: {'a': {'Sc': 1}}, 1: {'b': {'P': 1}}}",2,2.0,8.0,2
2310821,Na2O2,225,"{0: {'a': {'Na': 1}}, 1: {'b': {'O': 1}}}",2,2.0,8.0,2
4001899,Mn1.92O4,225,"{0: {'a': {'Mn4.11+': 0.48}}, 1: {'b': {'O2-': 1}}}",2,2.0,5.92,2
4030482,Li1.996Sb1.996Te3.992,225,"{0: {'a': {'Te': 0.998}}, 1: {'b': {'Sb': 0.499, 'Li': 0.499}}}",2,3.0,7.984,2
4031181,LuPo,225,"{0: {'a': {'Lu': 1}}, 1: {'b': {'Po': 1}}}",2,2.0,8.0,2
4031182,SmPo,225,"{0: {'a': {'Po': 1}}, 1: {'b': {'Sm': 1}}}",2,2.0,8.0,2
4031183,TbPo,225,"{0: {'a': {'Po': 1}}, 1: {'b': {'Tb': 1}}}",2,2.0,8.0,2
4031184,TmPo,225,"{0: {'a': {'Po': 1}}, 1: {'b': {'Tm': 1}}}",2,2.0,8.0,2
4031185,YbPo,225,"{0: {'a': {'Po': 1}}, 1: {'b': {'Yb': 1}}}",2,2.0,8.0,2
4031187,PmPo,225,"{0: {'a': {'Pm': 1}}, 1: {'b': {'Po': 1}}}",2,2.0,8.0,2
4031200,DyPo,225,"{0: {'a': {'Dy': 1}}, 1: {'b': {'Po': 1}}}",2,2.0,8.0,2
4031201,EuPo,225,"{0: {'a': {'Eu': 1}}, 1: {'b': {'Po': 1}}}",2,2.0,8.0,2
4031655,ThUS2,225,"{0: {'a': {'S': 1}}, 1: {'b': {'Th': 0.5, 'U': 0.5}}}",2,3.0,8.0,2
4102045,LiAsSe2,225,"{0: {'a': {'Se': 1}}, 1: {'b': {'As': 0.5, 'Li': 0.5}}}",2,3.0,8.0,2
4106785,DRb,225,"{0: {'a': {'Rb': 1}}, 1: {'b': {'D0+': 1}}}",2,2.0,8.0,2
4124663,SmO,225,"{0: {'a': {'O': 1}}, 1: {'b': {'Sm': 1}}}",2,2.0,8.0,2
4124779,Sr3CaS4,225,"{0: {'a': {'Ca': 0.25, 'Sr': 0.75}}, 1: {'b': {'S': 1}}}",2,3.0,8.0,2
4124780,SrCaS2,225,"{0: {'a': {'Ca': 0.5, 'Sr': 0.5}}, 1: {'b': {'S': 1}}}",2,3.0,8.0,2
4124784,AlO,225,"{0: {'a': {'Al': 1}}, 1: {'b': {'O': 1}}}",2,2.0,8.0,2
4124785,Zn0.8Ni3.2O4,225,"{0: {'a': {'Ni': 0.8, 'Zn': 0.2}}, 1: {'b': {'O': 1}}}",2,3.0,8.0,2
4124786,Zn1.2Ni2.8O4,225,"{0: {'a': {'Ni': 0.7, 'Zn': 0.3}}, 1: {'b': {'O': 1}}}",2,3.0,8.0,2
4124787,Zn1.6Ni2.4O4,225,"{0: {'a': {'Ni': 0.6, 'Zn': 0.4}}, 1: {'b': {'O': 1}}}",2,3.0,8.0,2
4336231,LiSbTe2,225,"{0: {'a': {'Sb': 0.5, 'Li': 0.5}}, 1: {'b': {'Te': 1}}}",2,3.0,8.0,2
4336232,Li1.6Ge0.8Sb1.6Te4,225,"{0: {'a': {'Ge': 0.2, 'Sb': 0.4, 'Li': 0.4}}, 1: {'b': {'Te': 1}}}",2,4.0,8.0,2
4340361,Ag0.4444444Ge2.4444444Sb0.8888888Te4,225,"{0: {'a': {'Ge': 0.611, 'Ag': 0.111, 'Sb': 0.222}}, 1: {'b': {'Te': 1}}}",2,4.0,7.776,2
4340362,Ag0.5333332Ge2.1333332Sb1.0666668Te4,225,"{0: {'a': {'Ge': 0.533, 'Ag': 0.133, 'Sb': 0.267}}, 1: {'b': {'Te': 1}}}",2,4.0,7.732,2
4344257,Mn2.224Fe1.748O4,225,"{0: {'a': {'O': 1}}, 1: {'b': {'Mn': 0.556, 'Fe': 0.437}}}",2,3.0,7.972,2
7209295,Ag1.36Bi1.36Te4Pb1.28,225,"{0: {'a': {'Bi': 0.34, 'Pb': 0.32, 'Ag': 0.34}}, 1: {'b': {'Te': 1}}}",2,4.0,8.0,2
7209331,In2AgTe3Cl,225,"{0: {'a': {'Ag': 0.25, 'In': 0.5}}, 1: {'b': {'Te': 0.75, 'Cl': 0.25}}}",2,4.0,7.0,2
7222907,Tm4Te0.8Se3.2,225,"{0: {'a': {'Te': 0.2, 'Se': 0.8}}, 1: {'b': {'Tm': 1}}}",2,3.0,8.0,2
7223700,Na3.2Pt0.8O3.2,225,"{0: {'a': {'Na': 0.8, 'Pt': 0.2}}, 1: {'b': {'O': 0.8}}}",2,3.0,7.2,2
7223701,Na2.68Pt1.32O4,225,"{0: {'a': {'Na': 0.67, 'Pt': 0.33}}, 1: {'b': {'O': 1}}}",2,3.0,8.0,2
8103911,LiInSe2,225,"{0: {'a': {'In': 0.5, 'Li': 0.5}}, 1: {'b': {'Se': 1}}}",2,3.0,8.0,2
8104341,BaS,225,"{0: {'a': {'Ba': 1}}, 1: {'b': {'S': 1}}}",2,2.0,8.0,2
8104342,MgS,225,"{0: {'a': {'Mg': 1}}, 1: {'b': {'S': 1}}}",2,2.0,8.0,2
9003141,K3.6Na0.4Cl4,225,"{0: {'a': {'K': 0.9, 'Na': 0.1}}, 1: {'b': {'Cl': 1}}}",2,3.0,8.0,2
9003144,K3.2Na0.8Cl4,225,"{0: {'a': {'K': 0.8, 'Na': 0.2}}, 1: {'b': {'Cl': 1}}}",2,3.0,8.0,2
9003178,K2.8Na1.2Cl4,225,"{0: {'a': {'K': 0.7, 'Na': 0.3}}, 1: {'b': {'Cl': 1}}}",2,3.0,8.0,2
9003216,KNaCl2,225,"{0: {'a': {'K': 0.5, 'Na': 0.5}}, 1: {'b': {'Cl': 1}}}",2,3.0,8.0,2
9003221,K1.6Na2.4Cl4,225,"{0: {'a': {'K': 0.4, 'Na': 0.6}}, 1: {'b': {'Cl': 1}}}",2,3.0,8.0,2
9003259,K1.2Na2.8Cl4,225,"{0: {'a': {'K': 0.3, 'Na': 0.7}}, 1: {'b': {'Cl': 1}}}",2,3.0,8.0,2
9003264,K0.8Na3.2Cl4,225,"{0: {'a': {'K': 0.2, 'Na': 0.8}}, 1: {'b': {'Cl': 1}}}",2,3.0,8.0,2
9003304,K0.4Na3.6Cl4,225,"{0: {'a': {'K': 0.1, 'Na': 0.9}}, 1: {'b': {'Cl': 1}}}",2,3.0,8.0,2
9005514,Mg3.896Fe0.104O4,225,"{0: {'a': {'Mg': 0.974, 'Fe': 0.026}}, 1: {'b': {'O': 1}}}",2,3.0,8.0,2
9005515,Mg3.832Fe0.168O4,225,"{0: {'a': {'Mg': 0.958, 'Fe': 0.042}}, 1: {'b': {'O': 1}}}",2,3.0,8.0,2
9006042,Mg2.4Fe1.6O4,225,"{0: {'a': {'Mg': 0.6, 'Fe': 0.4}}, 1: {'b': {'O': 1}}}",2,3.0,8.0,2
9008026,NaS,225,"{0: {'a': {'Na': 1}}, 1: {'b': {'S': 1}}}",2,2.0,8.0,2
9008027,KS,225,"{0: {'a': {'K': 1}}, 1: {'b': {'S': 1}}}",2,2.0,8.0,2
9008028,RbS,225,"{0: {'a': {'Rb': 1}}, 1: {'b': {'S': 1}}}",2,2.0,8.0,2
9008597,AgCl,225,"{0: {'a': {'Ag': 1}}, 1: {'b': {'Cl': 1}}}",2,2.0,8.0,2
9008603,BiSe,225,"{0: {'a': {'Bi': 1}}, 1: {'b': {'Se': 1}}}",2,2.0,8.0,2
9008604,BiTe,225,"{0: {'a': {'Bi': 1}}, 1: {'b': {'Te': 1}}}",2,2.0,8.0,2
9008610,CeAs,225,"{0: {'a': {'Ce': 1}}, 1: {'b': {'As': 1}}}",2,2.0,8.0,2
9008611,CeBi,225,"{0: {'a': {'Ce': 1}}, 1: {'b': {'Bi': 1}}}",2,2.0,8.0,2
9008612,CeN,225,"{0: {'a': {'Ce': 1}}, 1: {'b': {'N': 1}}}",2,2.0,8.0,2
9008615,CeSb,225,"{0: {'a': {'Ce': 1}}, 1: {'b': {'Sb': 1}}}",2,2.0,8.0,2
9008617,CeTe,225,"{0: {'a': {'Ce': 1}}, 1: {'b': {'Te': 1}}}",2,2.0,8.0,2
9008621,CsF,225,"{0: {'a': {'Cs': 1}}, 1: {'b': {'F': 1}}}",2,2.0,8.0,2
9008622,CsH,225,"{0: {'a': {'Cs': 1}}, 1: {'b': {'H': 1}}}",2,2.0,8.0,2
9008623,DyAs,225,"{0: {'a': {'Dy': 1}}, 1: {'b': {'As': 1}}}",2,2.0,8.0,2
9008624,DyN,225,"{0: {'a': {'Dy': 1}}, 1: {'b': {'N': 1}}}",2,2.0,8.0,2
9008625,DySb,225,"{0: {'a': {'Dy': 1}}, 1: {'b': {'Sb': 1}}}",2,2.0,8.0,2
9008626,DyTe,225,"{0: {'a': {'Te': 1}}, 1: {'b': {'Dy': 1}}}",2,2.0,8.0,2
9008627,ErAs,225,"{0: {'a': {'Er': 1}}, 1: {'b': {'As': 1}}}",2,2.0,8.0,2
9008629,ErSb,225,"{0: {'a': {'Er': 1}}, 1: {'b': {'Sb': 1}}}",2,2.0,8.0,2
9008630,ErTe,225,"{0: {'a': {'Te': 1}}, 1: {'b': {'Er': 1}}}",2,2.0,8.0,2
9008631,EuN,225,"{0: {'a': {'Eu': 1}}, 1: {'b': {'N': 1}}}",2,2.0,8.0,2
9008633,EuO,225,"{0: {'a': {'Eu': 1}}, 1: {'b': {'O': 1}}}",2,2.0,8.0,2
9008637,GdAs,225,"{0: {'a': {'Gd': 1}}, 1: {'b': {'As': 1}}}",2,2.0,8.0,2
9008638,GdN,225,"{0: {'a': {'Gd': 1}}, 1: {'b': {'N': 1}}}",2,2.0,8.0,2
9008640,GdSe,225,"{0: {'a': {'Gd': 1}}, 1: {'b': {'Se': 1}}}",2,2.0,8.0,2
9008643,HoBi,225,"{0: {'a': {'Ho': 1}}, 1: {'b': {'Bi': 1}}}",2,2.0,8.0,2
9008647,HoSb,225,"{0: {'a': {'Ho': 1}}, 1: {'b': {'Sb': 1}}}",2,2.0,8.0,2
9008653,KH,225,"{0: {'a': {'K': 1}}, 1: {'b': {'H': 1}}}",2,2.0,8.0,2
9008654,KI,225,"{0: {'a': {'K': 1}}, 1: {'b': {'I': 1}}}",2,2.0,8.0,2
9008655,K2O2,225,"{0: {'a': {'K': 1}}, 1: {'b': {'O': 1}}}",2,2.0,8.0,2
9008657,LaBi,225,"{0: {'a': {'Bi': 1}}, 1: {'b': {'La': 1}}}",2,2.0,8.0,2
9008670,LuN,225,"{0: {'a': {'Lu': 1}}, 1: {'b': {'N': 1}}}",2,2.0,8.0,2
9008673,MgSe,225,"{0: {'a': {'Mg': 1}}, 1: {'b': {'Se': 1}}}",2,2.0,8.0,2
9008680,NaH,225,"{0: {'a': {'Na': 1}}, 1: {'b': {'H': 1}}}",2,2.0,8.0,2
9008681,NaI,225,"{0: {'a': {'Na': 1}}, 1: {'b': {'I': 1}}}",2,2.0,8.0,2
9008684,NbO,225,"{0: {'a': {'Nb': 1}}, 1: {'b': {'O': 1}}}",2,2.0,8.0,2
9008686,NdBi,225,"{0: {'a': {'Nd': 1}}, 1: {'b': {'Bi': 1}}}",2,2.0,8.0,2
9008698,PrAs,225,"{0: {'a': {'Pr': 1}}, 1: {'b': {'As': 1}}}",2,2.0,8.0,2
9008699,PrBi,225,"{0: {'a': {'Pr': 1}}, 1: {'b': {'Bi': 1}}}",2,2.0,8.0,2
9008708,RbF,225,"{0: {'a': {'Rb': 1}}, 1: {'b': {'F': 1}}}",2,2.0,8.0,2
9008709,RbH,225,"{0: {'a': {'Rb': 1}}, 1: {'b': {'H': 1}}}",2,2.0,8.0,2
9008710,RbI,225,"{0: {'a': {'Rb': 1}}, 1: {'b': {'I': 1}}}",2,2.0,8.0,2
9008714,SmAs,225,"{0: {'a': {'Sm': 1}}, 1: {'b': {'As': 1}}}",2,2.0,8.0,2
9008715,SmBi,225,"{0: {'a': {'Sm': 1}}, 1: {'b': {'Bi': 1}}}",2,2.0,8.0,2
9008718,SmP,225,"{0: {'a': {'Sm': 1}}, 1: {'b': {'P': 1}}}",2,2.0,8.0,2
9008723,SnAs,225,"{0: {'a': {'Sn': 1}}, 1: {'b': {'As': 1}}}",2,2.0,8.0,2
9008724,SnSb,225,"{0: {'a': {'Sn': 1}}, 1: {'b': {'Sb': 1}}}",2,2.0,8.0,2
9008725,SnSe,225,"{0: {'a': {'Sn': 1}}, 1: {'b': {'Se': 1}}}",2,2.0,8.0,2
9008729,SrSe,225,"{0: {'a': {'Sr': 1}}, 1: {'b': {'Se': 1}}}",2,2.0,8.0,2
9008730,SrTe,225,"{0: {'a': {'Sr': 1}}, 1: {'b': {'Te': 1}}}",2,2.0,8.0,2
9008734,TbBi,225,"{0: {'a': {'Bi': 1}}, 1: {'b': {'Tb': 1}}}",2,2.0,8.0,2
9008735,TbN,225,"{0: {'a': {'Tb': 1}}, 1: {'b': {'N': 1}}}",2,2.0,8.0,2
9008736,TbP,225,"{0: {'a': {'Tb': 1}}, 1: {'b': {'P': 1}}}",2,2.0,8.0,2
9008739,TbSe,225,"{0: {'a': {'Tb': 1}}, 1: {'b': {'Se': 1}}}",2,2.0,8.0,2
9008741,ThAs,225,"{0: {'a': {'Th': 1}}, 1: {'b': {'As': 1}}}",2,2.0,8.0,2
9008745,ThSb,225,"{0: {'a': {'Th': 1}}, 1: {'b': {'Sb': 1}}}",2,2.0,8.0,2
9008750,TmAs,225,"{0: {'a': {'Tm': 1}}, 1: {'b': {'As': 1}}}",2,2.0,8.0,2
9008751,TmN,225,"{0: {'a': {'Tm': 1}}, 1: {'b': {'N': 1}}}",2,2.0,8.0,2
9008754,UAs,225,"{0: {'a': {'U': 1}}, 1: {'b': {'As': 1}}}",2,2.0,8.0,2
9008755,UBi,225,"{0: {'a': {'U': 1}}, 1: {'b': {'Bi': 1}}}",2,2.0,8.0,2
9008758,UO,225,"{0: {'a': {'U': 1}}, 1: {'b': {'O': 1}}}",2,2.0,8.0,2
9008770,YbAs,225,"{0: {'a': {'Yb': 1}}, 1: {'b': {'As': 1}}}",2,2.0,8.0,2
9008772,YbO,225,"{0: {'a': {'Yb': 1}}, 1: {'b': {'O': 1}}}",2,2.0,8.0,2
9008776,ZrB,225,"{0: {'a': {'Zr': 1}}, 1: {'b': {'B': 1}}}",2,2.0,8.0,2
9008779,ZrO,225,"{0: {'a': {'Zr': 1}}, 1: {'b': {'O': 1}}}",2,2.0,8.0,2
9008780,ZrP,225,"{0: {'a': {'Zr': 1}}, 1: {'b': {'P': 1}}}",2,2.0,8.0,2
9008781,ZrS,225,"{0: {'a': {'S': 1}}, 1: {'b': {'Zr': 1}}}",2,2.0,8.0,2
9009739,Rb4I2.4Br1.6,225,"{0: {'a': {'Br': 0.4, 'I': 0.6}}, 1: {'b': {'Rb': 1}}}",2,3.0,8.0,2
9009740,Rb4Br1.6Cl2.4,225,"{0: {'a': {'Rb': 1}}, 1: {'b': {'Br': 0.4, 'Cl': 0.6}}}",2,3.0,8.0,2
9009741,Rb2.8K1.2Cl4,225,"{0: {'a': {'K': 0.3, 'Rb': 0.7}}, 1: {'b': {'Cl': 1}}}",2,3.0,8.0,2
9009742,K4I2.4Br1.6,225,"{0: {'a': {'K': 1}}, 1: {'b': {'Br': 0.4, 'I': 0.6}}}",2,3.0,8.0,2
9009744,CsBr,225,"{0: {'a': {'Cs': 1}}, 1: {'b': {'Br': 1}}}",2,2.0,8.0,2
9009745,Cs4Br2.4Cl1.6,225,"{0: {'a': {'Cs': 1}}, 1: {'b': {'Br': 0.6, 'Cl': 0.4}}}",2,3.0,8.0,2
9013928,CuCl,225,"{0: {'a': {'Cu': 1}}, 1: {'b': {'Cl': 1}}}",2,2.0,8.0,2
9013935,CuBr,225,"{0: {'a': {'Cu': 1}}, 1: {'b': {'Br': 1}}}",2,2.0,8.0,2
9014835,IN,225,"{0: {'a': {'N': 1}}, 1: {'b': {'I': 1}}}",2,2.0,8.0,2
9014969,RbSe,225,"{0: {'a': {'Rb': 1}}, 1: {'b': {'Se': 1}}}",2,2.0,8.0,2
9015370,NaSe,225,"{0: {'a': {'Na': 1}}, 1: {'b': {'Se': 1}}}",2,2.0,8.0,2
9015708,KSe,225,"{0: {'a': {'K': 1}}, 1: {'b': {'Se': 1}}}",2,2.0,8.0,2
9016169,Bi3Pt0.5Pb0.5Se0.104S3.184,225,"{0: {'a': {'Bi': 0.75, 'Pb': 0.125, 'Pt': 0.125}}, 1: {'b': {'S': 0.796, 'Se': 0.026}}}",2,5.0,7.288,2
1004020,CaSnO3,148,"{0: {'c': {'Ca2+': 1}}, 1: {'c': {'Sn4+': 1}}, 2: {'f': {'O2-': 1}}}",3,3.0,30.0,4
1004021,MnSnO3,148,"{0: {'c': {'Mn2+': 1}}, 1: {'c': {'Sn4+': 1}}, 2: {'f': {'O2-': 1}}}",3,3.0,30.0,4
1010026,TiNiO3,148,"{0: {'c': {'Ti4+': 1}}, 1: {'c': {'Ni2+': 1}}, 2: {'f': {'O2-': 1}}}",3,3.0,30.0,4
1010027,TiCdO3,148,"{0: {'c': {'Ti4+': 1}}, 1: {'c': {'Cd2+': 1}}, 2: {'f': {'O2-': 1}}}",3,3.0,30.0,4
1010566,KSbO3,148,"{0: {'c': {'K+': 1}}, 1: {'c': {'Sb5+': 1}}, 2: {'f': {'O2-': 1}}}",3,3.0,30.0,4
1011033,TiFeO3,148,"{0: {'c': {'Ti4+': 1}}, 1: {'c': {'Fe2+': 1}}, 2: {'f': {'O2-': 1}}}",3,3.0,30.0,4
1509237,AgBiO3,148,"{0: {'c': {'Ag': 1}}, 1: {'c': {'Bi': 1}}, 2: {'f': {'O': 1}}}",3,3.0,30.0,4
1522209,Na2GeTeO6,148,"{0: {'c': {'Na': 1}}, 1: {'c': {'Ge': 0.5, 'Te': 0.5}}, 2: {'f': {'O': 1}}}",3,4.0,30.0,4
1522211,Na2TiTeO6,148,"{0: {'c': {'Na': 1}}, 1: {'c': {'Te': 0.5, 'Ti': 0.5}}, 2: {'f': {'O': 1}}}",3,4.0,30.0,4
1526260,Ti4.8Fe7.2O18,148,"{0: {'c': {'Ti': 0.791, 'Fe': 0.209}}, 1: {'c': {'Ti': 0.009, 'Fe': 0.991}}, 2: {'f': {'O': 1}}}",3,3.0,30.0,4
1526269,Ti5.4Fe6.6O18,148,"{0: {'c': {'Ti': 0.892, 'Fe': 0.108}}, 1: {'c': {'Ti': 0.008, 'Fe': 0.992}}, 2: {'f': {'O': 1}}}",3,3.0,30.0,4
1526788,NaBiO3,148,"{0: {'c': {'Na': 1}}, 1: {'c': {'Bi': 1}}, 2: {'f': {'O': 1}}}",3,3.0,30.0,4
1528689,Mg1.8Ti6Mn2.22Zn1.98O18,148,"{0: {'c': {'Mn': 0.37, 'Mg': 0.3, 'Zn': 0.33}}, 1: {'c': {'Ti': 1}}, 2: {'f': {'O': 1}}}",3,5.0,30.0,4
1529820,LiAsO3,148,"{0: {'c': {'Li': 1}}, 1: {'c': {'As': 1}}, 2: {'f': {'O': 1}}}",3,3.0,30.0,4
1530487,Ti6Fe3.6Co2.4O18,148,"{0: {'c': {'Ti': 1}}, 1: {'c': {'Co': 0.4, 'Fe': 0.6}}, 2: {'f': {'O': 1}}}",3,4.0,30.0,4
1530636,VCuO3,148,"{0: {'c': {'V': 1}}, 1: {'c': {'Cu': 1}}, 2: {'f': {'O': 1}}}",3,3.0,30.0,4
1535275,TiCoO3,148,"{0: {'c': {'Ti': 1}}, 1: {'c': {'Co': 1}}, 2: {'f': {'O': 1}}}",3,3.0,30.0,4
1536197,MgPSe3,148,"{0: {'c': {'Mg': 1}}, 1: {'c': {'P': 1}}, 2: {'f': {'Se': 1}}}",3,3.0,30.0,4
1543733,CrGeTe3,148,"{0: {'c': {'Cr2+': 1}}, 1: {'c': {'Ge4+': 1}}, 2: {'f': {'Te2-': 1}}}",3,3.0,30.0,4
1544718,Ti5.94Ni6O18,148,"{0: {'c': {'Ni': 0.04, 'Ti': 0.95}}, 1: {'c': {'Ni': 0.96, 'Ti': 0.04}}, 2: {'f': {'O': 1}}}",3,3.0,29.94,4
2106254,SnNF3,148,"{0: {'c': {'Sn': 1}}, 1: {'c': {'N': 1}}, 2: {'f': {'F': 1}}}",3,3.0,30.0,4
2107213,NaMnCl3,148,"{0: {'c': {'Na': 1}}, 1: {'c': {'Mn': 1}}, 2: {'f': {'Cl': 1}}}",3,3.0,30.0,4
2107479,CrFeO3,148,"{0: {'c': {'Cr': 1}}, 1: {'c': {'Fe': 1}}, 2: {'f': {'O': 1}}}",3,3.0,30.0,4
2219706,Mg7.9998Sb4.0002O18,148,"{0: {'c': {'Mg': 1}}, 1: {'c': {'Mg': 0.333, 'Sb': 0.667}}, 2: {'f': {'O': 1}}}",3,3.0,30.0,4
8104491,CdGeO3,148,"{0: {'c': {'Cd': 1}}, 1: {'c': {'Ge': 1}}, 2: {'f': {'O': 1}}}",3,3.0,30.0,4
9000173,Mn2FeSbO6,148,"{0: {'c': {'Mn': 1}}, 1: {'c': {'Fe': 0.5, 'Sb': 0.5}}, 2: {'f': {'O': 1}}}",3,4.0,30.0,4
9003758,MgTiO3,148,"{0: {'c': {'Mg': 1}}, 1: {'c': {'Ti': 1}}, 2: {'f': {'O': 1}}}",3,3.0,30.0,4
9004902,Ti2MnZnO6,148,"{0: {'c': {'Ti': 1}}, 1: {'c': {'Mn': 0.5, 'Zn': 0.5}}, 2: {'f': {'O': 1}}}",3,4.0,30.0,4
9004903,Ti6Mn1.8Zn4.2O18,148,"{0: {'c': {'Ti': 1}}, 1: {'c': {'Mn': 0.3, 'Zn': 0.7}}, 2: {'f': {'O': 1}}}",3,4.0,30.0,4
9004904,Ti6Mn1.2Zn4.8O18,148,"{0: {'c': {'Ti': 1}}, 1: {'c': {'Mn': 0.2, 'Zn': 0.8}}, 2: {'f': {'O': 1}}}",3,4.0,30.0,4
9006974,Ti3.6Fe8.4O18,148,"{0: {'c': {'Ti': 0.42, 'Fe': 0.58}}, 1: {'c': {'Ti': 0.18, 'Fe': 0.82}}, 2: {'f': {'O': 1}}}",3,3.0,30.0,4
9006995,Ti3.9Fe8.1O18,148,"{0: {'c': {'Ti': 0.541, 'Fe': 0.459}}, 1: {'c': {'Ti': 0.109, 'Fe': 0.891}}, 2: {'f': {'O': 1}}}",3,3.0,30.0,4
9007384,TiMnO3,148,"{0: {'c': {'Ti': 1}}, 1: {'c': {'Mn': 1}}, 2: {'f': {'O': 1}}}",3,3.0,30.0,4
9007385,Ti2MnNiO6,148,"{0: {'c': {'Ti': 1}}, 1: {'c': {'Mn': 0.5, 'Ni': 0.5}}, 2: {'f': {'O': 1}}}",3,4.0,30.0,4
9007386,Mg1.5Ti6Mn1.5Zn1.5Ni1.5O18,148,"{0: {'c': {'Ti': 1}}, 1: {'c': {'Ni': 0.25, 'Mg': 0.25, 'Zn': 0.25, 'Mn': 0.25}}, 2: {'f': {'O': 1}}}",3,6.0,30.0,4
9007387,Mg1.99998Ti6Zn1.99998Ni1.99998O18,148,"{0: {'c': {'Ti': 1}}, 1: {'c': {'Ni': 0.333, 'Mg': 0.333, 'Zn': 0.333}}, 2: {'f': {'O': 1}}}",3,5.0,29.994,4
9007388,MgTi2NiO6,148,"{0: {'c': {'Ti': 1}}, 1: {'c': {'Ni': 0.5, 'Mg': 0.5}}, 2: {'f': {'O': 1}}}",3,4.0,30.0,4
9010582,Mg1.2Ti6Mn4.8O18,148,"{0: {'c': {'Mn': 0.8, 'Mg': 0.2}}, 1: {'c': {'Ti': 1}}, 2: {'f': {'O': 1}}}",3,4.0,30.0,4
9010583,Mg1.8Ti6Mn4.2O18,148,"{0: {'c': {'Mn': 0.7, 'Mg': 0.3}}, 1: {'c': {'Ti': 1}}, 2: {'f': {'O': 1}}}",3,4.0,30.0,4
9010584,Mg2.4Ti6Mn3.6O18,148,"{0: {'c': {'Mn': 0.6, 'Mg': 0.4}}, 1: {'c': {'Ti': 1}}, 2: {'f': {'O': 1}}}",3,4.0,30.0,4
9010585,MgTi2MnO6,148,"{0: {'c': {'Mn': 0.5, 'Mg': 0.5}}, 1: {'c': {'Ti': 1}}, 2: {'f': {'O': 1}}}",3,4.0,30.0,4
9010586,Mg3.6Ti6Mn2.4O18,148,"{0: {'c': {'Mn': 0.4, 'Mg': 0.6}}, 1: {'c': {'Ti': 1}}, 2: {'f': {'O': 1}}}",3,4.0,30.0,4
9015979,NaNbO3,148,"{0: {'c': {'Na': 1}}, 1: {'c': {'Nb': 1}}, 2: {'f': {'O': 1}}}",3,3.0,30.0,4
9016248,LiNbO3,148,"{0: {'c': {'Li': 1}}, 1: {'c': {'Nb': 1}}, 2: {'f': {'O': 1}}}",3,3.0,30.0,4
1522988,Hf6.4Ti1.6V16,227,"{0: {'b': {'Ti': 0.2, 'Hf': 0.8}}, 1: {'c': {'V': 1}}}",2,3.0,24.0,9
1540243,CeAl2,227,"{0: {'b': {'Ce': 1}}, 1: {'c': {'Al': 1}}}",2,2.0,24.0,9
1537675,SnSe,62,"{0: {'c': {'Sn': 1}}, 1: {'c': {'Se': 1}}}",2,2.0,8.0,9
2310242,HfSn,198,"{0: {'a': {'Hf': 1}}, 1: {'a': {'Sn': 1}}}",2,2.0,8.0,9
1522288,TmGa3,221,"{0: {'a': {'Tm': 1}}, 1: {'c': {'Ga': 1}}}",2,2.0,4.0,9
